"","sim","N_actual","n_captured","pa_detects","tau","nsites","ntraps","N_mean","N_mean_sd","N_bias","N_sd","sd_bias","nsample_pa","nsample_cap","N_naive_se","credible_proportion","credible_width","psi0_mean","psi0_sd","p","sigma","delta"
"538",537,100,98.78,365.66,0.55,100,3,98.830288,1.49986795449345,-0.0116971199999997,0.199768332995424,-0.866809386521701,5,7,0.000941716952849308,0.6,0.6,0.991027538235322,0.00849203800915296,0.75,2,2
"539",538,100,99.7,364.46,0.55,100,4,99.7218302222223,0.817138490063208,-0.0027816977777775,0.118350211251145,-0.855165051346449,5,7,0.000557908246203633,0.9,0.3,0.991284810482637,0.00834440314193487,0.75,2,2
"540",539,100,99.8,368.04,0.55,100,5,99.8136764444445,0.813019703494206,-0.00186323555555542,0.0890078615837874,-0.890521888705466,5,7,0.000419587083365398,0.94,0.14,0.991279094299483,0.00833825603019723,0.75,2,2
"541",540,100,99.98,365.74,0.55,100,6,99.987415111111,0.138705904998413,-0.000125848888889576,0.0693025777423249,-0.50036317672908,5,7,0.000326695484502039,1,0.06,0.991601529453079,0.00813134238861896,0.75,2,2
"542",541,125,41.58,317.38,0.15,64,3,42.0989817777778,9.25532222305476,-0.663208145777778,0.75062861285738,-0.918897625088883,5,7,0.0035384972153607,0,2.4,0.989708338208792,0.0108875906662965,0.75,2,2
"543",542,125,52.78,317.22,0.15,64,4,53.243152,9.52319422615397,-0.574054784,0.703137651672236,-0.926165776421825,5,7,0.00331462267736682,0,2.24,0.989684406967963,0.0109167290002588,0.75,2,2
"544",543,125,61.62,317.44,0.15,64,5,62.0726342222222,8.78613739276191,-0.503418926222222,0.692994571197117,-0.921126367569894,5,7,0.00326680773745964,0,2.14,0.989714474324551,0.0108821048934709,0.75,2,2
"545",544,125,69.9,317.2,0.15,64,6,70.3133662222222,9.8821046063686,-0.437493070222222,0.657451493187048,-0.933470498504605,5,7,0.00309925606089189,0,2.04,0.989674741108554,0.0109385429106398,0.75,2,2
"546",545,125,43.04,397.24,0.15,81,3,43.5481684444444,8.47924950753884,-0.651614652444444,0.741588142735759,-0.912540827808355,5,7,0.00349588003050662,0,2.42,0.991563563819902,0.00881308465054298,0.75,2,2
"547",546,125,53.32,397.72,0.15,81,4,53.7790084444444,9.7581675871159,-0.569767932444444,0.701745528761907,-0.928086341775022,5,7,0.00330806014703256,0,2.22,0.991434096526762,0.00889203356639063,0.75,2,2
"548",547,125,62.32,396.84,0.15,81,5,62.7829844444444,10.9134906232386,-0.497736124444444,0.697695576434898,-0.936070355441616,5,7,0.00328896848867316,0,2.16,0.991443783924148,0.00887041946346581,0.75,2,2
"549",548,125,69.62,397.28,0.15,81,6,70.0547244444444,9.39918173432669,-0.439562204444444,0.676516898390161,-0.928023851701956,5,7,0.00318913124292649,0,2.06,0.991459131555616,0.00887531055302945,0.75,2,2
"550",549,125,42.38,481.24,0.15,100,3,42.9408724444444,8.61916701693653,-0.656473020444444,0.783595365308184,-0.909086880000303,5,7,0.00369390397677178,0,2.5,0.992871861230908,0.0073380383096184,0.75,2,2
"551",550,125,49.84,481.48,0.15,100,4,50.330276,8.49689591413376,-0.597357792,0.721528548304232,-0.915083277988137,5,7,0.00340131819550405,0,2.34,0.992783774546186,0.00735949595847089,0.75,2,2
"552",551,125,61.06,482.18,0.15,100,5,61.5190435555556,8.02144243265934,-0.507847651555556,0.695228311368803,-0.913328766340306,5,7,0.00327733768961169,0,2.1,0.992864378612928,0.00732855799217535,0.75,2,2
"553",552,125,68.94,481.46,0.15,100,6,69.3390826666667,9.85750075018614,-0.445287338666667,0.645328580121842,-0.934534260105468,5,7,0.00304210810065094,0,2,0.992735136209771,0.00738652392590289,0.75,2,2
"554",553,125,62.7,316.24,0.2,64,3,63.1330822222222,9.36599275601763,-0.494935342222222,0.675679875564373,-0.927858168037739,5,7,0.00318518547948567,0,2.12050000000003,0.989581511219798,0.010997869509684,0.75,2,2
"555",554,125,78.24,316,0.2,64,4,78.611052,8.94672480982895,-0.371111584,0.621121626016651,-0.93057553023937,5,7,0.00292799542465326,0,1.94,0.989593170122985,0.0109520342219584,0.75,2,2
"556",555,125,86.14,316.28,0.2,64,5,86.4840484444445,10.1994369829029,-0.308127612444444,0.595627070112047,-0.941601965764337,5,7,0.00280781293556336,0,1.9,0.989546086962414,0.0110054176915302,0.75,2,2
"557",556,125,94.78,316.74,0.2,64,6,95.0603826666666,9.48815170306754,-0.239516938666667,0.534770430311886,-0.943638081783727,5,7,0.00252093198434389,0,1.72,0.989583248217864,0.0109490955565101,0.75,2,2
"558",557,125,62.12,395.4,0.2,81,3,62.53874,9.0830551436574,-0.49969008,0.661967322038912,-0.927120631597051,5,7,0.00312054388225076,0,2.12,0.991499921074178,0.00883901810234056,0.75,2,2
"559",558,125,77.82,396.24,0.2,81,4,78.2071391111111,11.4449578611039,-0.374342887111111,0.63289975268586,-0.944700560686484,5,7,0.0029835180462364,0,2.02,0.991380223064714,0.00889755701207633,0.75,2,2
"560",559,125,83,394.6,0.2,81,5,83.3441444444445,12.2310725924874,-0.333246844444444,0.594012307449116,-0.95143416058098,5,7,0.00280020087137025,0,1.86,0.991347274425555,0.00892227648709336,0.75,2,2
"561",560,125,94.2,395.24,0.2,81,6,94.4922502222223,11.5366462647348,-0.244061998222222,0.544637801776871,-0.952790630025494,5,7,0.00256744721951307,0,1.7,0.991293959461817,0.00897708270997253,0.75,2,2
"562",561,125,60.98,476.68,0.2,100,3,61.4354928888889,9.90420256591058,-0.508516056888889,0.691847661946511,-0.930146050896839,5,7,0.00326140115540291,0,2.18,0.992881115815122,0.00729910045127908,0.75,2,2
"563",562,125,78.36,477.58,0.2,100,4,78.77906,10.800352563052,-0.36976752,0.66057716333497,-0.938837444474284,5,7,0.00311399061127421,0,2.02,0.992828992186424,0.00734270135033973,0.75,2,2
"564",563,125,83.9,478.18,0.2,100,5,84.2445951111111,11.0294097676362,-0.326043239111111,0.597601053359076,-0.945817494684745,5,7,0.00281711838182951,0,1.92,0.992724446326691,0.00739095669419963,0.75,2,2
"565",564,125,92.16,476.58,0.2,100,6,92.4678431111111,10.8330700896428,-0.260257255111111,0.560668608077023,-0.94824471701581,5,7,0.00264301716513124,0,1.82,0.992667619700477,0.00745594436593568,0.75,2,2
"566",565,125,78.58,315.16,0.25,64,3,78.9469475555556,12.6445176978831,-0.368424419555555,0.616176148381002,-0.951269303970039,5,7,0.0029046822195041,0,1.94,0.989562543808277,0.01098359099168,0.75,2,2
"567",566,125,91.52,314.92,0.25,64,4,91.826712,14.4250376619844,-0.265386304,0.559244518942233,-0.961230983790354,5,7,0.00263630394456975,0,1.76,0.989393159551718,0.0110879945017879,0.75,2,2
"568",567,125,104.16,315.56,0.25,64,5,104.382540444444,9.76238113654483,-0.164939676444445,0.471582807966297,-0.951693874540407,5,7,0.00222306267602642,0,1.34,0.989284856017802,0.0111667564202042,0.75,2,2
"569",568,125,107.6,315.16,0.25,64,6,107.787005333333,9.14496145239583,-0.137703957333334,0.433208794725244,-0.952628691003203,5,7,0.00204216584279914,0,1.26,0.989381120089014,0.0111081957608121,0.75,2,2
"570",569,125,83.2,392.52,0.25,81,3,83.5516937777778,11.7509038977997,-0.331586449777778,0.60054119695559,-0.948894042349539,5,7,0.00283097835166123,0,1.92,0.991344791531986,0.00895177911806965,0.75,2,2
"571",570,125,94.34,392.16,0.25,81,4,94.6399333333333,12.9364564530953,-0.242880533333333,0.55194496130487,-0.95733414607732,5,7,0.00260189349986947,0,1.8,0.991294382542348,0.008961786510359,0.75,2,2
"572",571,125,102.74,393.04,0.25,81,5,102.983678222222,10.3517025129146,-0.176130574222222,0.496873092426409,-0.952000833504777,5,7,0.00234228222029229,0,1.5,0.99120211332246,0.0090171472091532,0.75,2,2
"573",572,125,107.22,391.78,0.25,81,6,107.430594666667,8.28393918915548,-0.140555242666667,0.458264460055622,-0.944680368893155,5,7,0.00216027938188081,0,1.4,0.991153796455142,0.00905421476792865,0.75,2,2
"574",573,125,79.42,472.14,0.25,100,3,79.7888777777778,13.6082627814462,-0.361688977777778,0.616170201144481,-0.954720877231693,5,7,0.00290465418396228,0,2,0.992732269330723,0.00738972755901486,0.75,2,2
"575",574,125,93.2,471.72,0.25,100,4,93.5122404444444,13.6697566161967,-0.251902076444445,0.563627611511612,-0.958768277494876,5,7,0.00265696604109225,0,1.76050000000003,0.992644419790248,0.00745278168906025,0.75,2,2
"576",575,125,100.64,471.94,0.25,100,5,100.90354,10.7875539050364,-0.19277168,0.516398618790219,-0.952130147080968,5,7,0.00243432643427954,0,1.56,0.992627659415625,0.00746601758459624,0.75,2,2
"577",576,125,108.02,471.62,0.25,100,6,108.213557777778,9.3898960846717,-0.134291537777777,0.440027539800047,-0.95313818855585,5,7,0.00207430971534298,0,1.2,0.992418122830827,0.00759877185146134,0.75,2,2
"578",577,125,96.12,314.3,0.3,64,3,96.3891653333333,12.8198694764471,-0.228886677333333,0.521267214831698,-0.959339116845973,5,7,0.00245727721611812,0,1.54,0.989403513170078,0.0110914871681914,0.75,2,2
"579",578,125,106.98,314.02,0.3,64,4,107.200603111111,8.58073470731673,-0.142395175111111,0.467405322458807,-0.945528519596317,5,7,0.00220336982048871,0.02,1.36,0.989423952857849,0.0110664003480275,0.75,2,2
"580",579,125,110.62,313.2,0.3,64,5,110.785954222222,8.64622482554703,-0.113712366222222,0.402299393919949,-0.953471092640192,5,7,0.00189645753005356,0.06,1.16,0.989305912277963,0.0111143063721425,0.75,2,2
"581",580,125,116.96,314.02,0.3,64,6,117.087994222222,6.26011859074934,-0.0632960462222219,0.350325850455492,-0.944038464227631,5,7,0.00165145189654682,0.06,1.12,0.989245601501794,0.0112181719712623,0.75,2,2
"582",581,125,96.78,389.92,0.3,81,3,97.0761804444444,13.0552433731288,-0.223390556444445,0.548346714604762,-0.957997970705517,5,7,0.00258493120225594,0,1.7,0.991279269317597,0.00898649746493092,0.75,2,2
"583",582,125,107.62,388.7,0.3,81,4,107.833905333333,9.631082933388,-0.137328757333333,0.46096155200393,-0.952138139065762,5,7,0.00217299359525503,0,1.38,0.991200545869867,0.00903515249978522,0.75,2,2
"584",583,125,111.92,389.26,0.3,81,5,112.088994666667,7.62081023214842,-0.103288042666667,0.408854306376787,-0.94635028377271,5,7,0.00192735768370899,0.02,1.18,0.991105274453991,0.0090889210319213,0.75,2,2
"585",584,125,117.42,388.74,0.3,81,6,117.549925777778,5.35344251195432,-0.0596005937777776,0.349322602480125,-0.934748042647309,5,7,0.0016467225402362,0.06,1.02,0.991069673661301,0.00909473942149811,0.75,2,2
"586",585,125,92,464.9,0.3,100,3,92.3213315555555,11.8776959167538,-0.261429347555556,0.572685280879752,-0.951784817114912,5,7,0.00269966430397197,0,1.8,0.99271554523957,0.0073932020038622,0.75,2,2
"587",586,125,105.42,464.88,0.3,100,4,105.658328,11.146236148085,-0.154733376,0.488729109123954,-0.956152991679804,5,7,0.00230389111483205,0,1.54,0.992530888840758,0.00749665808864978,0.75,2,2
"588",587,125,113.76,464.74,0.3,100,5,113.936868444444,7.80064267825665,-0.0885050524444446,0.407810212562611,-0.947720946929241,5,7,0.00192243577826766,0.04,1.26,0.992499461208245,0.00754746427013961,0.75,2,2
"589",588,125,117.36,465.16,0.3,100,6,117.507231555556,6.01442184808435,-0.0599421475555551,0.368006926691928,-0.938812584819081,5,7,0.00173480128924989,0.08,1.14,0.992556343621177,0.00750416221835482,0.75,2,2
"590",589,125,108.62,312.9,0.35,64,3,108.821260444444,10.6360216625072,-0.129429916444444,0.44542616069894,-0.958120980303274,5,7,0.00209975905832073,0,1.22,0.989346861949987,0.0111225919573538,0.75,2,2
"591",590,125,112.42,312.36,0.35,64,4,112.583386222222,9.56805342253143,-0.0993329102222222,0.386535457605511,-0.959601452820563,5,7,0.00182214562161268,0.02,1.10050000000002,0.98921970407359,0.0111736835503341,0.75,2,2
"592",591,125,119.1,312.34,0.35,64,5,119.211068888889,8.00519362737001,-0.0463114488888893,0.313240872148034,-0.960870294120425,5,7,0.00147663163227109,0.3,1.02,0.989116313194288,0.0112732622815901,0.75,2,2
"593",592,125,120.58,312.32,0.35,64,6,120.671673333333,4.30008270265227,-0.034626613333333,0.285101295922112,-0.933698648226867,5,7,0.00134398039781065,0.24,0.86,0.989157089577953,0.0112364294201394,0.75,2,2
"594",593,125,106.14,385.28,0.35,81,3,106.376536888889,8.65266010210604,-0.148987704888889,0.486155908328648,-0.94381428340051,5,7,0.00229176092995395,0,1.48,0.991175981525316,0.00903351364778325,0.75,2,2
"595",594,125,115.2,385.38,0.35,81,4,115.354766222222,8.21649342032007,-0.0771618702222219,0.380107975771566,-0.953738419015644,5,7,0.00179184618167444,0.04,1.14,0.991062729470101,0.00911248531907708,0.75,2,2
"596",595,125,119.08,385.24,0.35,81,5,119.185792,5.59659401080681,-0.0465136640000003,0.313145588152966,-0.944047113735909,5,7,0.00147618245921075,0.12,1.02,0.991010704416323,0.0091416606694038,0.75,2,2
"597",596,125,120,383.86,0.35,81,6,120.095901333333,6.16368129174166,-0.0392327893333336,0.292563962357185,-0.952534216402595,5,7,0.00137915974475714,0.28,0.96,0.990939624660427,0.0091883713956787,0.75,2,2
"598",597,125,108.28,456.12,0.35,100,3,108.490742666667,9.22553676833969,-0.132074058666667,0.458503371890494,-0.950300629285443,5,7,0.00216140562307111,0,1.36,0.992506267299025,0.00755060285359438,0.75,2,2
"599",598,125,112.58,456.78,0.35,100,4,112.783819111111,8.68241407034064,-0.0977294471111108,0.444244785433358,-0.948833955414438,5,7,0.00209419000191127,0.02,1.36,0.99264475601067,0.00744647279037913,0.75,2,2
"600",599,125,118.52,456.38,0.35,100,5,118.652265777778,5.80621677898738,-0.0507818737777782,0.352816875461571,-0.939234636099291,5,7,0.00166319470103951,0.18,1.14,0.992510329441109,0.00755160482652776,0.75,2,2
"601",600,125,121.6,457.7,0.35,100,6,121.680196888889,4.57219670842577,-0.0265584248888888,0.266147888960101,-0.941789930326131,5,7,0.00125463318054781,0.38,0.88,0.992403976615787,0.00760606509307091,0.75,2,2
"602",601,125,113.46,309.04,0.4,64,3,113.64654,7.8597288652631,-0.0908276799999998,0.422494467057295,-0.946245668991897,5,7,0.00199165801780006,0.02,1.2,0.989261035656964,0.0111832081654704,0.75,2,2
"603",602,125,120.5,309.06,0.4,64,4,120.596622222222,4.08144158736973,-0.0352270222222218,0.295546619763753,-0.927587688458328,5,7,0.00139322012661141,0.28,1,0.98913629035798,0.0112417075460041,0.75,2,2
"604",603,125,122,310.04,0.4,64,5,122.077762222222,3.19584887453538,-0.0233779022222221,0.260615938399602,-0.918451732659764,5,7,0.0012285553155177,0.42,0.84,0.98911428666048,0.0112681551007559,0.75,2,2
"605",604,125,123.2,309.2,0.4,64,6,123.249426222222,3.02865426632807,-0.0140045902222213,0.200775245935888,-0.933708099941263,5,7,0.000946463585971087,0.64,0.64,0.989059452079524,0.0112832842847828,0.75,2,2
"606",605,125,113.84,378.18,0.4,81,3,114.018492444444,9.29573597231153,-0.0878520604444444,0.412376221231564,-0.955638131024819,5,7,0.00194396014955282,0.06,1.26,0.991118603708159,0.00909588640074983,0.75,2,2
"607",606,125,118.96,378.52,0.4,81,4,119.071235111111,5.81286519946423,-0.047430119111111,0.31503822964323,-0.945803279650754,5,7,0.00148510445675822,0.2,0.98050000000002,0.990940307735078,0.00917966884284353,0.75,2,2
"608",607,125,122.6,378.1,0.4,81,5,122.667596888889,2.87060353167581,-0.0186592248888888,0.243327720238596,-0.915234647504058,5,7,0.0011470578735425,0.48,0.84050000000002,0.990992540071993,0.0091734797657158,0.75,2,2
"609",608,125,122.88,379.22,0.4,81,6,122.946126666667,2.54804807259246,-0.0164309866666664,0.230859874181958,-0.909397363156075,5,7,0.00108828388358624,0.52,0.66,0.990937068857239,0.00917164585351097,0.75,2,2
"610",609,125,114.58,446.5,0.4,100,3,114.751057777778,7.95046155080372,-0.0819915377777777,0.401362756258658,-0.949517049583356,5,7,0.0018920421777748,0.08,1.24,0.992573941521492,0.00749117079462828,0.75,2,2
"611",610,125,119.7,445.66,0.4,100,4,119.816144,4.88490995951381,-0.0414708479999998,0.321087551132956,-0.934269504700366,5,7,0.00151362123173797,0.2,1,0.992460779809122,0.00755775674629251,0.75,2,2
"612",611,125,120.96,444.52,0.4,100,5,121.062477777778,4.52686658009692,-0.0315001777777779,0.294394812935973,-0.934967199115095,5,7,0.00138779045715448,0.32,0.84,0.992480337431334,0.00755734067402363,0.75,2,2
"613",612,125,122.88,448.58,0.4,100,6,122.940124444444,3.40210427658131,-0.0164790044444442,0.218621937261432,-0.935739201538784,5,7,0.00103059369569132,0.6,0.64,0.992379695201496,0.00760868696647103,0.75,2,2
"614",613,125,118.56,306.14,0.45,64,3,118.694744,5.85576855076392,-0.0504420480000006,0.348287195874097,-0.940522376720531,5,7,0.00164184158668681,0.16,1.16,0.989180470338893,0.0112267169864383,0.75,2,2
"615",614,125,121.78,306.26,0.45,64,4,121.867156444444,3.67850122223226,-0.0250627484444445,0.263937629578073,-0.928248595383664,5,7,0.00124421391789972,0.38,0.78,0.989106350127545,0.0112745619388702,0.75,2,2
"616",615,125,123.98,305.8,0.45,64,5,124.019304444444,1.55302282158014,-0.00784556444444432,0.178203810489871,-0.885253579011443,5,7,0.000840060818871136,0.68,0.48,0.988998834827576,0.0113187570978104,0.75,2,2
"617",616,125,124.6,305.92,0.45,64,6,124.625370666667,0.764700011549162,-0.00299703466666688,0.135447740982517,-0.822874671195412,5,7,0.000638506774300914,0.82,0.34,0.988942287449435,0.0113537095898828,0.75,2,2
"618",617,125,118.74,371.88,0.45,81,3,118.866816888889,5.39957575946038,-0.0490654648888888,0.34053240124835,-0.936933489515039,5,7,0.00160528513424298,0.18,1.12,0.991054295610967,0.0091119026407258,0.75,2,2
"619",618,125,122.58,371.44,0.45,81,4,122.650559111111,3.29920177063994,-0.0187955271111107,0.23834877111532,-0.927755624637323,5,7,0.00112358688228749,0.46,0.76,0.991047503498845,0.0090899625734553,0.75,2,2
"620",619,125,124.06,371.5,0.45,81,5,124.097649777778,1.22309971596101,-0.00721880177777776,0.179566859318743,-0.853187064819442,5,7,0.000846486292671024,0.68,0.66,0.990750832572777,0.00930827458387201,0.75,2,2
"621",620,125,124.56,372.68,0.45,81,6,124.584900888889,1.02245741071642,-0.00332079288888881,0.132094231797782,-0.870807106082564,5,7,0.00062269818039893,0.86,0.32,0.990935135953366,0.0091814964161244,0.75,2,2
"622",621,125,119.4,433.82,0.45,100,3,119.510044444444,5.6034958028212,-0.0439196444444442,0.317284564072278,-0.943377388823503,5,7,0.00149569377880883,0.18,1.02,0.992362174143832,0.00763175058400776,0.75,2,2
"623",622,125,122.2,433.48,0.45,100,4,122.279885333333,4.69178276588596,-0.0217609173333335,0.255285120590897,-0.945588887352782,5,7,0.00120342559937233,0.48,0.78,0.992275044549331,0.00768335020677169,0.75,2,2
"624",623,125,123.72,432.24,0.45,100,5,123.767813333333,2.54434039240654,-0.00985749333333311,0.19213405162099,-0.924485712605748,5,7,0.000905728605320323,0.62,0.54,0.992290669413209,0.00768319317504045,0.75,2,2
"625",624,125,124.56,433.9,0.45,100,6,124.588131111111,0.875978970276588,-0.0032949511111112,0.135181302187428,-0.845679740297024,5,7,0.000637250769775723,0.84,0.32,0.992360509273087,0.00761324510277047,0.75,2,2
"626",625,125,123.02,300.52,0.5,64,3,123.077678222222,2.75279083561681,-0.0153785742222222,0.216156358979613,-0.921477376274693,5,7,0.00101897084820719,0.52,0.68,0.988946461894032,0.0113679033206823,0.75,2,2
"627",626,125,123.58,301.18,0.5,64,4,123.637215555556,1.89311563104511,-0.0109022755555554,0.206041429276535,-0.891162786943559,5,7,0.000971288612312044,0.58,0.6,0.989092611271378,0.0112831922153222,0.75,2,2
"628",627,125,124.6,300.88,0.5,64,5,124.628859555556,0.710514039779956,-0.00296912355555584,0.147798977430569,-0.791983030375667,5,7,0.00069673106129062,0.84,0.4,0.988937350569665,0.0113448073266468,0.75,2,2
"629",628,125,124.86,301,0.5,64,6,124.875367111111,0.714317148715551,-0.00099706311111137,0.105228975808273,-0.852685916896311,5,7,0.0004960541491423,0.94,0.2,0.98891762558527,0.0113861797112444,0.75,2,2
"630",629,125,120.14,362.1,0.5,81,3,120.252884444444,6.86282253575808,-0.0379769244444444,0.311594107970473,-0.954596799444115,5,7,0.0014688687114913,0.3,1,0.991013626992346,0.00913655255456928,0.75,2,2
"631",630,125,123.64,361.34,0.5,81,4,123.690193333333,2.61614151547454,-0.0104784533333334,0.195432988226551,-0.925297241349308,5,7,0.000921279941616965,0.68,0.54,0.99100438495852,0.00914246630345742,0.75,2,2
"632",631,125,124.58,362.2,0.5,81,5,124.602551555556,0.742256346557415,-0.0031795875555552,0.127382046635621,-0.828385372214843,5,7,0.000600484726516458,0.8,0.28,0.990911613404058,0.00917893525837515,0.75,2,2
"633",632,125,124.8,361.38,0.5,81,6,124.816449777778,0.620747138956517,-0.00146840177777839,0.10670504903489,-0.828102229815731,5,7,0.000503012425062759,0.92,0.14,0.990675932117081,0.00933213159504113,0.75,2,2
"634",633,125,122.28,418.5,0.5,100,3,122.358745333333,3.30667997692933,-0.0211300373333338,0.257359693732831,-0.922169760748416,5,7,0.00121320523095052,0.52,0.8,0.992287928340457,0.00765669552411459,0.75,2,2
"635",634,125,123.66,419.56,0.5,100,4,123.711596888889,2.36955015598077,-0.0103072248888891,0.197153144675173,-0.916797226605415,5,7,0.000929388836880448,0.66,0.5,0.992377499228397,0.00760765981108976,0.75,2,2
"636",635,125,124.46,419.58,0.5,100,5,124.484497333333,1.13286561079938,-0.00412402133333344,0.131470159018389,-0.883949024698861,5,7,0.000619756273103842,0.84,0.38,0.992077517624889,0.00778379101737424,0.75,2,2
"637",636,125,124.92,418.12,0.5,100,6,124.936766222222,0.329618758233792,-0.00050587022222224,0.104512964853069,-0.682927739267374,5,7,0.000492678841130111,0.96,0.26,0.992162000521044,0.00773822508285208,0.75,2,2
"638",637,125,123.38,294.98,0.55,64,3,123.435636444444,1.85052112906497,-0.0125149084444442,0.207694021152382,-0.887764577291087,5,7,0.000979079005125009,0.5,0.56,0.988985246265585,0.0113249637472819,0.75,2,2
"639",638,125,124.58,293.26,0.55,64,4,124.601596888889,0.81644999608055,-0.00318722488888912,0.125185529207093,-0.846670917008931,5,7,0.000590130244058412,0.78,0.26,0.988904163643039,0.0114040087504937,0.75,2,2
"640",639,125,124.76,295.52,0.55,64,5,124.772028888889,0.58816368757449,-0.00182376888888847,0.0923335685449344,-0.843013823369977,5,7,0.000435264616328507,0.86,0.14,0.988931845411365,0.011394215799012,0.75,2,2
"641",640,125,124.72,295.3,0.55,64,6,124.729979111111,1.3073222865635,-0.00216016711111103,0.0772491093130657,-0.940910431875121,5,7,0.000364155793572598,0.94,0.1,0.98908577045338,0.0112762847261452,0.75,2,2
"642",641,125,123.7,348.54,0.55,81,3,123.748402666667,1.8704868036781,-0.0100127786666664,0.197634021685673,-0.894340862872142,5,7,0.00093165571284739,0.6,0.58,0.990819638833505,0.00927289112975726,0.75,2,2
"643",642,125,124.78,351.14,0.55,81,4,124.802031111111,0.497656106546438,-0.0015837511111112,0.126846052581892,-0.745113039078009,5,7,0.000597958026316007,0.88,0.28,0.990649068300917,0.00936524497828247,0.75,2,2
"644",643,125,124.86,351.08,0.55,81,5,124.872366666667,0.590689986781313,-0.00102106666666672,0.0834483258453465,-0.858727373558406,5,7,0.000393379180559394,0.96,0.12,0.990874529105374,0.0092272915887871,0.75,2,2
"645",644,125,124.96,351.9,0.55,81,6,124.966620888889,0.194601583276852,-0.000267032888888805,0.0623821931229995,-0.679436353638239,5,7,0.000294072478550412,0.98,0.06,0.990826034559067,0.00925135400987254,0.75,2,2
"646",645,125,123.82,403.4,0.55,100,3,123.873787555555,1.46392037994349,-0.00900969955555601,0.20725857191464,-0.858422237469882,5,7,0.000977026277732544,0.6,0.6,0.992114396929865,0.0077800065524014,0.75,2,2
"647",646,125,124.48,401.06,0.55,100,4,124.50972,0.983612806159736,-0.00392224000000048,0.141946724238592,-0.855688413825368,5,7,0.000669143275175502,0.84,0.34,0.992149224813607,0.00773981731423758,0.75,2,2
"648",647,125,125,405.2,0.55,100,5,125.010908888889,0.0146520543232442,0.0000872711111108811,0.0867025454705474,4.91743270655236,5,7,0.00040871971898906,1,0.1,0.992345786477294,0.00761352485178605,0.75,2,2
"649",648,125,124.9,402.78,0.55,100,6,124.905292888889,0.300043821161342,-0.000757656888889119,0.0547053846225025,-0.817675350184646,5,7,0.000257883656226599,0.92,0.06,0.991859788750693,0.00794163720343443,0.75,2,2
"650",649,150,53.02,318.52,0.15,64,3,53.4938586666667,9.09698006281843,-0.643374275555556,0.711047575411803,-0.921836964519904,5,7,0.00335191041546626,0,2.24,0.989804373540525,0.0108355513705565,0.75,2,2
"651",650,150,63.1,318.76,0.15,64,4,63.5537182222222,10.8536057383069,-0.576308545185185,0.692977316423768,-0.936152341154428,5,7,0.00326672639767801,0,2.14,0.989661560399868,0.0109058472341984,0.75,2,2
"652",651,150,74.58,318.74,0.15,64,5,74.9966995555556,10.8411527174777,-0.500022002962963,0.660382363504732,-0.939085595350014,5,7,0.00311307231606797,0,2.04,0.989736302857676,0.0108721564351961,0.75,2,2
"653",652,150,85.86,319.1,0.15,64,6,86.2312702222222,10.2815293740236,-0.425124865185185,0.620908683192365,-0.939609307078274,5,7,0.00292699160255287,0,1.96,0.9896264829796,0.0109595618571138,0.75,2,2
"654",653,150,51.62,400.88,0.15,81,3,52.1626324444444,8.87513712000273,-0.652249117037037,0.763177890695489,-0.914009453558138,5,7,0.00359765507841617,0,2.32,0.991636266491434,0.00875998981286827,0.75,2,2
"655",654,150,64.18,400.9,0.15,81,4,64.62802,8.75801709345021,-0.569146533333333,0.687232878836367,-0.921530995943097,5,7,0.00323964685919699,0,2.1,0.991529424322476,0.00883283300383185,0.75,2,2
"656",655,150,72.9,401.12,0.15,81,5,73.3334195555555,11.1993512501097,-0.511110536296296,0.673647361721212,-0.93984942996456,5,7,0.00317560411734331,0,2.14,0.991479307871755,0.00885287636695416,0.75,2,2
"657",656,150,84.7,400.72,0.15,81,6,85.0948231111111,12.182826367116,-0.432701179259259,0.640447343565905,-0.947430315079052,5,7,0.00301909773085575,0,2.02,0.991416896563389,0.00890964009005316,0.75,2,2
"658",657,150,49.84,490.18,0.15,100,3,50.3799826666667,7.87331597489393,-0.664133448888889,0.764305870969921,-0.902924527174179,5,7,0.00360297242842348,0,2.38,0.992836398521572,0.00734580746642463,0.75,2,2
"659",658,150,63.06,489.64,0.15,100,4,63.5356404444444,10.8089945676436,-0.576429063703704,0.709564040838921,-0.934354297580741,5,7,0.0033449169664222,0,2.28,0.992677186644992,0.00745762687331356,0.75,2,2
"660",659,150,75.56,490.16,0.15,100,5,76.0004208888889,11.7265522335697,-0.493330527407407,0.678625455511725,-0.942129157659059,5,7,0.003199071076521,0,2.14,0.992774147126272,0.00738901873566064,0.75,2,2
"661",660,150,81.18,489.68,0.15,100,6,81.6159235555556,10.7072534414016,-0.455893842962963,0.675065298945881,-0.936952524506834,5,7,0.00318228833752238,0,2.16,0.992790271783113,0.0073736747453358,0.75,2,2
"662",661,150,73.64,318.32,0.2,64,3,74.0599493333333,12.9270902127839,-0.506267004444444,0.663176403703459,-0.948698710012279,5,7,0.00312624354787749,0,2.02,0.989709660169585,0.0108847381244254,0.75,2,2
"663",662,150,92.62,318.2,0.2,64,4,92.9793742222223,13.8096631867116,-0.380137505185185,0.611099172023151,-0.955748437614961,5,7,0.0028807491234337,0,2,0.989683446633438,0.0109277289300845,0.75,2,2
