"","sim","N_actual","n_captured","pa_detects","tau","nsites","ntraps","N_mean","N_mean_sd","N_bias","N_sd","sd_bias","nsample_pa","nsample_cap","N_naive_se","credible_proportion","psi0_mean","psi0_sd"
"287",286,50,48.02,85.26,0.4,36,4,48.1627151111111,2.78838895483404,-0.0367456977777777,0.356886249419432,-0.872009875523025,5,7,0.00168237791384476,0.64,0.971888617465518,0.0281043661286464
"288",287,50,49.36,86.32,0.4,36,5,49.4286391111111,0.957471441449003,-0.0114272177777778,0.242424340864734,-0.746807758048785,5,7,0.00114279930233422,0.8,0.97020908143949,0.0291169228753888
"289",288,50,49.68,84.38,0.4,36,6,49.7321591111111,0.676248495988522,-0.00535681777777773,0.205515734543301,-0.696094356198333,5,7,0.000968810463574017,0.94,0.969165104027449,0.0301115402737757
"290",289,50,48.22,58.06,0.45,16,3,48.3389173333333,2.19890336570564,-0.0332216533333334,0.334448734374383,-0.847902031717043,5,7,0.00157660645356923,0.56,0.965527098523471,0.0393872131986186
"291",290,50,49.28,58.22,0.45,16,4,49.3694124444444,1.218862309379,-0.012611751111111,0.278681536572666,-0.771359295936673,5,7,0.00131371736201346,0.82,0.965203056586749,0.0396149685790189
"292",291,50,49.72,58.02,0.45,16,5,49.77882,0.730645233798152,-0.00442360000000004,0.214740700579856,-0.706094434554021,5,7,0.00101229737051177,0.96,0.963601553508382,0.0408527723593685
"293",292,50,49.88,58.3,0.45,16,6,49.9161173333333,0.315525375390462,-0.00167765333333317,0.167690424348499,-0.468535853444491,5,7,0.000790500241312488,0.96,0.962649488256461,0.0414746326593511
"294",293,50,48.2,71.28,0.45,25,3,48.345048,2.11825741976137,-0.0330990400000001,0.366491608714868,-0.826984385705041,5,7,0.00172765801180167,0.6,0.971242275961823,0.0303701078740058
"295",294,50,49.34,70.86,0.45,25,4,49.4144355555556,1.01736659988861,-0.0117112888888889,0.247198221704934,-0.757021488879231,5,7,0.0011653035924321,0.76,0.969449795787693,0.0315759302603967
"296",295,50,49.78,69.54,0.45,25,5,49.83242,0.441001136967636,-0.00335159999999996,0.206892024982561,-0.530858295728738,5,7,0.000975298358923902,0.98,0.969449521571513,0.0314561543831169
"297",296,50,49.8,70.94,0.45,25,6,49.8340137777778,0.584348211159159,-0.00331972444444432,0.159310979273717,-0.727369783578706,5,7,0.000750999158412768,0.94,0.970723152576116,0.0306269808947957
"298",297,50,48.5,79.36,0.45,36,3,48.611668,1.7947430388185,-0.0277666400000001,0.314373010786692,-0.824836757136193,5,7,0.00148196858499534,0.64,0.969869542374063,0.0298954282089687
"299",298,50,49.04,77.06,0.45,36,4,49.1347137777778,1.66297695390503,-0.0173057244444442,0.282420484741233,-0.830171738653354,5,7,0.00133134293271012,0.8,0.969176382111111,0.0307697900570286
"300",299,50,49.78,79.22,0.45,36,5,49.8453484444444,0.608279814052071,-0.00309303111111116,0.229266129490212,-0.623091011416358,5,7,0.00108077089905948,0.98,0.968772165749022,0.0308701078854547
"301",300,50,49.88,80.12,0.45,36,6,49.9055151111111,0.375620016893747,-0.00188969777777773,0.138520083062773,-0.631222840017186,5,7,0.000652989933761402,0.92,0.969534323096389,0.0299156660935721
"302",301,50,49.28,54.68,0.5,16,3,49.373304,1.23984538566165,-0.0125339200000001,0.285921981102835,-0.769389002524495,5,7,0.00134784914485404,0.9,0.962414639305067,0.0419205789661136
"303",302,50,49.66,55.3,0.5,16,4,49.7067004444444,0.796747226409618,-0.00586599111111131,0.193362848103457,-0.757309668996517,5,7,0.000911521207489991,0.88,0.964172795248105,0.0403107418891642
"304",303,50,49.94,54.86,0.5,16,5,49.9655355555556,0.220989911210078,-0.000689288888888763,0.127768842616991,-0.421834047005293,5,7,0.000602308100258872,0.98,0.963133985701927,0.0411425537945157
"305",304,50,49.94,54.98,0.5,16,6,49.9543915555556,0.242149999213769,-0.000912168888888917,0.103349718831841,-0.573199590471176,5,7,0.000487195246798118,0.94,0.960401000675802,0.0433341255661111
"306",305,50,49.36,65.5,0.5,25,3,49.4582444444445,0.957149150101724,-0.0108351111111109,0.291719580820072,-0.695220352241792,5,7,0.00137517929201847,0.86,0.968373210996261,0.0327603770994765
"307",306,50,49.82,65.82,0.5,25,4,49.8744377777778,0.366685007395352,-0.00251124444444444,0.205397298329586,-0.43985356862946,5,7,0.000968252149908312,0.96,0.966233905838783,0.0342117121533684
"308",307,50,49.98,66.3,0.5,25,5,50.0010395555556,0.135207696210075,0.0000207911111110832,0.124246057962048,-0.0810725909492341,5,7,0.000585701534137738,1,0.969219833998399,0.032118372197692
"309",308,50,49.96,64.84,0.5,25,6,49.977184,0.198094967238319,-0.00045632,0.11289027437932,-0.430120431865858,5,7,0.000532169856957516,0.98,0.967200927407587,0.0334646102350219
"310",309,50,49.44,72.86,0.5,36,3,49.5113591111111,1.10411433068098,-0.00977281777777768,0.240967624316296,-0.781754825908586,5,7,0.00113593227466977,0.84,0.967912827817576,0.0318093106729728
"311",310,50,49.84,73.88,0.5,36,4,49.8914186666667,0.401655071071068,-0.00217162666666685,0.20385904522624,-0.492452455081365,5,7,0.000961000755237931,0.96,0.967153223623729,0.0323665032305186
"312",311,50,49.92,71.78,0.5,36,5,49.9489062222222,0.395015402177528,-0.0010218755555556,0.15682141827755,-0.602999231389283,5,7,0.000739263255328985,0.96,0.961386052699313,0.0367845460295853
"313",312,50,49.98,71.66,0.5,36,6,49.9953968888889,0.135497731692176,-0.0000920622222221312,0.107429655598079,-0.207147940733518,5,7,0.000506428253159579,1,0.966830044282816,0.0325651502040245
"314",313,50,49.6,51.6,0.55,16,3,49.6596826666667,0.991617806183787,-0.00680634666666668,0.223868059806192,-0.774239572534763,5,7,0.00105532415453356,0.92,0.963429361760614,0.0409744750222437
"315",314,50,49.9,51.6,0.55,16,4,49.9277075555556,0.287238232543167,-0.00144584888888888,0.141788250579181,-0.5063740320228,5,7,0.000668396223180776,1,0.961202332901512,0.0426844901268974
"316",315,50,49.94,51.04,0.55,16,5,49.961668,0.315739075037226,-0.000766639999999992,0.126624763670714,-0.598957577056991,5,7,0.000596914860384704,0.96,0.962287601049064,0.0417764751900099
"317",316,50,50,52.88,0.55,16,6,50.0103413333333,0.0183437811279993,0.000206826666666717,0.0764857633479993,3.16957457212864,5,7,0.000360557346183998,1,0.963983214034465,0.0403977161073057
"318",317,50,49.4,60.56,0.55,25,3,49.477972,1.14598006675731,-0.0104405599999999,0.254514171727634,-0.777906981883364,5,7,0.00119979131157792,0.8,0.966533000535288,0.0345455010938393
"319",318,50,49.7,60.9,0.55,25,4,49.7410728888889,0.641534416190011,-0.00517854222222228,0.17147572105142,-0.732710020344986,5,7,0.000808344301095411,0.86,0.965741682131044,0.0350304793264896
"320",319,50,50,59.08,0.55,25,5,50.0195884444444,0.028285797744526,0.000391768888888879,0.115726411544307,3.09132571015089,5,7,0.000545539535769098,1,0.964418719873639,0.0362671409630166
"321",320,50,49.98,60.78,0.55,25,6,49.9917075555556,0.132002660391431,-0.000165848888888917,0.0868552603996218,-0.34201886430116,5,7,0.00040943962406864,1,0.96817234377863,0.0330167194008438
"322",321,50,49.64,66.12,0.55,36,3,49.7075768888889,0.764825444604673,-0.00584846222222221,0.238641548188505,-0.687979067809576,5,7,0.00112496704664632,0.94,0.963982837694922,0.0357570043090231
"323",322,50,49.96,66.34,0.55,36,4,49.9911933333333,0.194525178250899,-0.0001761333333332,0.159610285776305,-0.179487780391909,5,7,0.000752410102796986,1,0.961837828700643,0.0371354689045078
"324",323,50,49.98,65.86,0.55,36,5,49.9962791111111,0.139074268748637,-0.0000744177777779214,0.105911569199192,-0.238453164973195,5,7,0.000499271925245712,1,0.962336500103005,0.0367256684316601
"325",324,50,50,67.4,0.55,36,6,50.0084875555556,0.0121478772982097,0.000169751111111123,0.0748700544843877,5.16322116584284,5,7,0.000352940821558112,1,0.962112028800984,0.0369458648055805
"326",325,75,28.46,77.8,0.15,16,3,28.9624524444444,5.20336864999882,-0.613833967407407,0.75776870831143,-0.854369590301544,5,7,0.00357215594811989,0,0.968396701523038,0.0373965699412152
"327",326,75,34.06,77.54,0.15,16,4,34.53582,6.45128555599062,-0.5395224,0.728373580533301,-0.887096366420033,5,7,0.00343358598688149,0,0.968279595095585,0.0375764472239602
"328",327,75,40.82,77.44,0.15,16,5,41.2366208888889,5.90293405482385,-0.450178388148148,0.673649113721869,-0.885878936226406,5,7,0.00317561237635361,0,0.968070535892453,0.0376003439436517
"329",328,75,45.1,77.62,0.15,16,6,45.5054617777778,6.7102360199919,-0.39326050962963,0.662223541331761,-0.901311438322171,5,7,0.00312175171158039,0,0.968087701446142,0.0375923467308854
"330",329,75,26.86,112.54,0.15,25,3,27.3786986666667,6.15282699775981,-0.634950684444444,0.768998233477764,-0.875017088281899,5,7,0.00362509243741735,0,0.978032681698418,0.0249407719400117
"331",330,75,34.3,111.6,0.15,25,4,34.7850333333333,7.08576817887745,-0.536199555555556,0.7356277079326,-0.896182363102776,5,7,0.00346778227138573,0,0.978017930627523,0.0249520394681202
"332",331,75,40.08,112.04,0.15,25,5,40.467232,6.11956718728052,-0.460436906666667,0.648819458556263,-0.893976250492873,5,7,0.00305856425940612,0,0.977788444693618,0.0250520674088719
"333",332,75,43.84,111.82,0.15,25,6,44.23722,5.61082558732072,-0.4101704,0.653678885892799,-0.883496844498254,5,7,0.0030814718195551,0,0.977867833319695,0.0250460310044394
"334",333,75,26.98,142.28,0.15,36,3,27.5331662222222,5.69450041619081,-0.632891117037037,0.794937458683758,-0.860402598896373,5,7,0.00374737111769657,0,0.982767096987915,0.0187214873252276
"335",334,75,33.62,143.5,0.15,36,4,34.1175968888889,6.48134646208816,-0.545098708148148,0.743709954363618,-0.88525378812661,5,7,0.00350588234644301,0,0.983232294525145,0.0183815515384756
"336",335,75,40.1,142.98,0.15,36,5,40.5495377777778,7.31250539341666,-0.459339496296296,0.699921356176852,-0.904284329580532,5,7,0.00329946091499958,0,0.982142432104349,0.0191921211455449
"337",336,75,44.38,142.62,0.15,36,6,44.8197471111111,6.28585010555985,-0.402403371851852,0.69332807212129,-0.889700190033479,5,7,0.00326837987589307,0,0.983150272749653,0.0185232427431616
"338",337,75,39.5,77.26,0.2,16,3,39.9106715555556,6.55264087877197,-0.467857712592592,0.670926656496407,-0.897609731876204,5,7,0.00316277858991618,0,0.967977167825124,0.0376672330744378
"339",338,75,47.56,76.34,0.2,16,4,47.872472,8.92619458615162,-0.361700373333333,0.5783549450751,-0.935206997842913,5,7,0.00272639135730251,0,0.967249183868776,0.0382473340787592
"340",339,75,55.7,76.56,0.2,16,5,56.00706,7.33656687281246,-0.2532392,0.569083888115556,-0.922431854301711,5,7,0.00268268717567011,0,0.967284124503062,0.0381445652920209
"341",340,75,57.7,76.58,0.2,16,6,57.9643737777778,7.18534862662358,-0.227141682962963,0.528501976412322,-0.926447274325134,5,7,0.00249138220927764,0,0.966942446320907,0.0383863914478576
"342",341,75,40.94,109.32,0.2,25,3,41.3574311111111,8.17154971154887,-0.448567585185185,0.673707935602169,-0.917554446906195,5,7,0.00317588966535656,0,0.977623283251283,0.0252301001067838
"343",342,75,48.88,108.16,0.2,25,4,49.2449244444444,7.66318127330901,-0.343401007407407,0.624584903358316,-0.918495350549287,5,7,0.0029443214706094,0,0.97749796553028,0.0253083579432864
"344",343,75,54.84,108.32,0.2,25,5,55.16908,7.30073155110327,-0.264412266666667,0.588001890838028,-0.919459866902082,5,7,0.00277186749574721,0,0.977409234065385,0.0253376533803821
"345",344,75,59.3,107.72,0.2,25,6,59.5841106666667,6.16797439889358,-0.205545191111111,0.542284282835218,-0.912080652777597,5,7,0.00255635262482444,0,0.977441804031854,0.0253275538920336
"346",345,75,42.44,137.06,0.2,36,3,42.8748173333333,6.88964764453204,-0.428335768888889,0.687423728890995,-0.900223674074745,5,7,0.00324054653498244,0,0.98214414638617,0.0191270031357719
"347",346,75,49.32,138.12,0.2,36,4,49.6986875555556,7.18095848640557,-0.337350832592593,0.634074052009174,-0.911700638123789,5,7,0.00298905374633412,0,0.982801906241452,0.018752821851046
"348",347,75,55.2,134.7,0.2,36,5,55.5506924444444,8.24811784279596,-0.259324100740741,0.607959071195307,-0.926291175419334,5,7,0.00286594654617384,0,0.981143045127939,0.0199191450138636
"349",348,75,59.16,138.24,0.2,36,6,59.4522075555556,6.35033022261188,-0.207303899259259,0.551267301562931,-0.913190766111657,5,7,0.00259869898121039,0,0.981018074432675,0.0199695656950724
"350",349,75,51.98,75.34,0.25,16,3,52.3140453333333,8.82972536997643,-0.302479395555556,0.596892120820395,-0.932399695821798,5,7,0.00281377644179281,0,0.9674003621542,0.0380560811979984
"351",350,75,57.04,75.98,0.25,16,4,57.3152542222222,8.738910959173,-0.23579661037037,0.53308499473933,-0.938998692488134,5,7,0.00251298676485984,0.04,0.967219972044002,0.0381517449256054
"352",351,75,61.72,75.38,0.25,16,5,61.9217382222222,8.41753425000657,-0.174376823703704,0.455298259012375,-0.945910732823924,5,7,0.0021462965760672,0,0.966663285319765,0.0385980326843728
"353",352,75,66.2,75.88,0.25,16,6,66.3750182222222,6.80322881981773,-0.114999757037037,0.420663018495167,-0.938167151269441,5,7,0.00198302448648223,0.02,0.966329137053577,0.038745819253917
"354",353,75,51.7,106,0.25,25,3,52.0312591111111,8.5009873304869,-0.306249878518519,0.589786585579189,-0.930621401650129,5,7,0.00278028062743936,0,0.977448703745606,0.0253520305628501
"355",354,75,58.46,105.18,0.25,25,4,58.739924,8.20843907247121,-0.216801013333333,0.541237579604914,-0.934063276242121,5,7,0.00255141841847752,0,0.977207826936132,0.0255483095404736
"356",355,75,64.88,105.36,0.25,25,5,65.1053315555556,6.50091111819943,-0.131928912592593,0.479231409297304,-0.92628242401966,5,7,0.00225911852847806,0.02,0.977162306369772,0.0255570383753052
"357",356,75,67.4,105.64,0.25,25,6,67.6036044444444,5.44615799303135,-0.0986186074074075,0.454626925567921,-0.916523368189164,5,7,0.00214313187986046,0.12,0.976745164302538,0.0258258412339703
"358",357,75,49.92,130.62,0.25,36,3,50.277616,7.33777011284733,-0.329631786666667,0.616335284079076,-0.916005097652219,5,7,0.00290543239237901,0,0.981756279587139,0.0194692583457399
"359",358,75,60.5,131.9,0.25,36,4,60.8022173333333,6.80551636719678,-0.189303768888889,0.561015488667216,-0.917564596366065,5,7,0.00264465237591516,0,0.982107827104835,0.0191835128568607
"360",359,75,64.32,131.06,0.25,36,5,64.57446,7.5060120169511,-0.1390072,0.51140593210187,-0.931867157826694,5,7,0.00241079068352173,0.06,0.981645955207044,0.0195440313832033
"361",360,75,68.1,130.36,0.25,36,6,68.2783417777778,5.05430048824216,-0.0896221096296296,0.423903394102296,-0.916130155876481,5,7,0.00199829976358485,0.06,0.981446077654982,0.0196188967401009
"362",361,75,60.74,74.44,0.3,16,3,60.9953515555556,8.12419654355994,-0.186728645925926,0.513670021568629,-0.936772821925903,5,7,0.00242146370362278,0.02,0.966945549802592,0.0383007952461838
"363",362,75,65.88,74.62,0.3,16,4,66.0529364444445,6.94990868108602,-0.119294180740741,0.414584461689406,-0.940346775660853,5,7,0.00195436989490102,0.04,0.96624282692564,0.0387315353899967
"364",363,75,68.46,74.5,0.3,16,5,68.6242768888889,5.1206101893285,-0.0850096414814815,0.406651227738866,-0.920585396524356,5,7,0.00191697227141325,0.12,0.966185482397303,0.0389723825644288
"365",364,75,71.38,74.18,0.3,16,6,71.5029706666667,4.08665507517463,-0.0466270577777777,0.345678733233094,-0.915412794357664,5,7,0.00162954517587398,0.32,0.965926512252274,0.0391822745731519
"366",365,75,60.2,102.28,0.3,25,3,60.4648875555555,6.90934434037673,-0.193801499259259,0.522713048338088,-0.924346939074455,5,7,0.00246409294063036,0,0.976782269730162,0.025821955961318
"367",366,75,65.06,102.68,0.3,25,4,65.2808315555556,7.2523921662131,-0.129588912592593,0.471864620421074,-0.934936692665441,5,7,0.00222439115267838,0.04,0.976730687521076,0.0258266579044603
"368",367,75,69.56,101.68,0.3,25,5,69.7206848888889,4.55571041241956,-0.0703908681481482,0.397720812779546,-0.912698398981792,5,7,0.00187487389156962,0.2,0.976326180379289,0.0261459801898436
"369",368,75,70.14,101.68,0.3,25,6,70.2787622222222,4.8570337244286,-0.062949837037037,0.363169987370061,-0.925228028468593,5,7,0.00171199973861869,0.16,0.976362608613561,0.0260575821139367
"370",369,75,60.46,124.74,0.3,36,3,60.734692,8.13500052098353,-0.190204106666667,0.532263574206205,-0.93457116900813,5,7,0.00250911455133198,0,0.980919461439241,0.020033478295704
"371",370,75,66.92,124.54,0.3,36,4,67.1144128888889,5.96946345971542,-0.105141161481481,0.442847326188262,-0.925814551144036,5,7,0.00208760231585367,0.04,0.980595432473924,0.0203069642621147
"372",371,75,70.28,124.58,0.3,36,5,70.432552,4.11157853588706,-0.0608993066666666,0.383541822115481,-0.906716649392,5,7,0.00180803348857667,0.28,0.979661941506308,0.0209766923063187
"373",372,75,69.82,124.66,0.3,36,6,69.9750524444444,6.6011316347147,-0.0669993007407408,0.37819682325374,-0.942707274421731,5,7,0.0017828369223062,0.32,0.98045002214256,0.0203931396690617
"374",373,75,66.84,72.26,0.35,16,3,67.0350933333333,5.55660208160101,-0.106198755555555,0.441787107478171,-0.920493297704183,5,7,0.00208260439692403,0.08,0.966417714987385,0.0387596114836298
"375",374,75,70.06,72.74,0.35,16,4,70.1949177777778,4.57758704450694,-0.0640677629629628,0.356651838311198,-0.922087371612261,5,7,0.00168127288928331,0.2,0.965998734933764,0.0391036263619723
"376",375,75,72.08,73.54,0.35,16,5,72.1864933333333,3.26818743444384,-0.0375134222222223,0.312102697464714,-0.904502815788524,5,7,0.00147126622535942,0.44,0.965682099496597,0.0392526987618516
"377",376,75,73.04,73.24,0.35,16,6,73.1273866666667,3.0811574461232,-0.0249681777777778,0.273882128214036,-0.911110635206701,5,7,0.00129109273403965,0.54,0.965520900895554,0.0393754760754921
"378",377,75,67.92,97.1,0.35,25,3,68.1216346666667,4.9502606652856,-0.0917115377777778,0.44701484989723,-0.9096987249516,5,7,0.00210724821102278,0.08,0.976384296771093,0.0260579384027942
"379",378,75,69.92,97.3,0.35,25,4,70.0906373333333,4.10607574804534,-0.0654581688888888,0.405394477778302,-0.901269605663927,5,7,0.00191104789528411,0.22,0.976312695575155,0.026164930289642
"380",379,75,73.18,97.28,0.35,25,5,73.2801577777778,1.80964742194469,-0.0229312296296298,0.307122143910931,-0.83028619819164,5,7,0.00144778767074647,0.54,0.976034695763131,0.0262878644601477
"381",380,75,73.7,97.72,0.35,25,6,73.773072,1.67146430840499,-0.0163590399999999,0.251250502384597,-0.849682400562681,5,7,0.00118440622675117,0.64,0.976292859841609,0.0261006895628901
"382",381,75,66.42,117.02,0.35,36,3,66.6194182222222,6.89200077627683,-0.11174109037037,0.443999482004408,-0.935577563552704,5,7,0.00209303363045754,0.14,0.980634214838436,0.0202427386188601
"383",382,75,69.82,117.88,0.35,36,4,69.9760795555556,5.71006582139982,-0.0669856059259259,0.383316651384963,-0.932870011769673,5,7,0.00180697202357352,0.28,0.981743033256161,0.0194365658387101
"384",383,75,72.34,116.62,0.35,36,5,72.4554586666667,3.30760634334329,-0.0339272177777777,0.325246570553307,-0.901667085864713,5,7,0.00153322703730608,0.52,0.979436083805081,0.0212917858563937
"385",384,75,73.64,118.16,0.35,36,6,73.7254355555556,2.05130027485411,-0.0169941925925925,0.272846191496883,-0.866988663316838,5,7,0.00128620928152246,0.66,0.980726192583938,0.0201821690956987
"386",385,75,70.48,71.52,0.4,16,3,70.6291604444444,4.76820852388526,-0.0582778607407408,0.383071086062767,-0.919661423332503,5,7,0.00180581441754319,0.32,0.966056531807114,0.0389466192930982
"387",386,75,72.58,70.6,0.4,16,4,72.6787786666667,3.56972891558909,-0.0309496177777777,0.294373735560363,-0.917536109177695,5,7,0.00138769109745299,0.54,0.965594341905803,0.0393745501852586
"388",387,75,74.18,70.6,0.4,16,5,74.244096,1.43452221067466,-0.01007872,0.241245095892488,-0.831828957336931,5,7,0.00113724028822385,0.78,0.965506929985048,0.0393985132585649
"389",388,75,74.34,70.74,0.4,16,6,74.3929764444444,1.13069106922576,-0.0080936474074074,0.216383297952245,-0.808627392714429,5,7,0.00102004064878361,0.76,0.965225910387196,0.0395946234891709
"390",389,75,70.16,94.66,0.4,25,3,70.3223657777778,4.72169821938304,-0.0623684562962963,0.395441050128648,-0.916250249008858,5,7,0.00186412698736998,0.24,0.974895912123193,0.0271503144727911
"391",390,75,71.96,93.92,0.4,25,4,72.0730186666667,4.09529345250972,-0.0390264177777777,0.321279261320753,-0.921549147809209,5,7,0.00151452496223006,0.52,0.975946921530581,0.0263546944579737
"392",391,75,73.7,93.76,0.4,25,5,73.7781511111111,2.65843886947513,-0.0162913185185185,0.251317330218765,-0.905464318512472,5,7,0.00118472125618258,0.68,0.975457630449021,0.0267207265650267
"393",392,75,74.46,93.1,0.4,25,6,74.5111853333333,0.791627089888537,-0.00651752888888891,0.208459011412234,-0.736670189695522,5,7,0.000982685203793565,0.82,0.975540152910437,0.0266991867954856
"394",393,75,69.9,111.7,0.4,36,3,70.0675462222222,4.71302360028383,-0.0657660503703703,0.399895542649893,-0.915150956887674,5,7,0.00188512566649342,0.3,0.979018026628168,0.0215662426980442
"395",394,75,72.38,111.94,0.4,36,4,72.4928404444445,3.18106859832272,-0.033428794074074,0.317119273592734,-0.900310457385313,5,7,0.00149491459201583,0.52,0.978686560056627,0.0218079744785425
"396",395,75,73.7,111.54,0.4,36,5,73.7738413333333,2.45708453280112,-0.0163487822222222,0.248385753939261,-0.898910375030485,5,7,0.00117090167307057,0.72,0.978814197757148,0.021654004337121
"397",396,75,74.48,110.5,0.4,36,6,74.5359364444444,0.904542504570765,-0.00618751407407408,0.214567174312153,-0.762789284939161,5,7,0.00101147935984106,0.84,0.979148040387786,0.021390009393905
"398",397,75,72.5,68.1,0.45,16,3,72.6157195555556,3.50689720135185,-0.0317904059259259,0.32288707535049,-0.907927989669608,5,7,0.00152210427025216,0.52,0.965699488533909,0.0391962727795249
"399",398,75,73.64,69.16,0.45,16,4,73.7212311111111,1.96911005293877,-0.0170502518518519,0.266940772613649,-0.864435828655053,5,7,0.00125837086993525,0.64,0.965459014804944,0.0394324521263687
"400",399,75,74.4,67.62,0.45,16,5,74.4457222222222,1.36730442765266,-0.00739037037037053,0.191656547166051,-0.859828913525074,5,7,0.00090347762773276,0.82,0.965100595739097,0.0397090169814025
"401",400,75,74.86,68.04,0.45,16,6,74.8844902222222,0.389403928109634,-0.00154013037037036,0.136390160962652,-0.649746314515213,5,7,0.000642949384692108,0.94,0.964962137386483,0.0398011251142202
"402",401,75,72.28,89.12,0.45,25,3,72.4235324444444,3.0743737341666,-0.0343529007407407,0.367516164814543,-0.88045820170456,5,7,0.00173248781557357,0.48,0.976271089657211,0.0261637719878073
"403",402,75,74.2,88.94,0.45,25,4,74.266828,1.24918033397659,-0.0097756266666668,0.236914812320817,-0.810343786339773,5,7,0.00111682713570392,0.76,0.975411261300878,0.0267534349370663
"404",403,75,74.74,88.34,0.45,25,5,74.7824595555556,0.851160707985068,-0.00290053925925913,0.182454696263779,-0.785640132877257,5,7,0.000860099686582999,0.94,0.973684765534669,0.0280700358783116
"405",404,75,74.86,88.46,0.45,25,6,74.8789964444444,0.442392468656177,-0.00161338074074074,0.115410785603572,-0.739121269505001,5,7,0.000544051660815685,0.94,0.9753376976988,0.0268396217887276
"406",405,75,72.88,104.64,0.45,36,3,73.0019546666667,2.19461713629159,-0.0266406044444444,0.335302950210853,-0.847215742251316,5,7,0.00158063326563966,0.5,0.97813323108314,0.0223785421112605
"407",406,75,73.7,103.84,0.45,36,4,73.7911377777778,1.93107153910226,-0.0161181629629629,0.276592441294775,-0.856767377233802,5,7,0.00130386927242985,0.66,0.975844628238751,0.0241233063420942
"408",407,75,74.58,103.68,0.45,36,5,74.6179906666667,0.970161388564155,-0.00509345777777778,0.177001376771168,-0.817554709084917,5,7,0.000834392491961652,0.86,0.9760627935996,0.0238210422275724
"409",408,75,74.86,105.2,0.45,36,6,74.8836542222222,0.482828033814879,-0.00155127703703699,0.128474731926777,-0.733912028861118,5,7,0.000605635694376985,0.92,0.977665355487739,0.0226710578058178
"410",409,75,73.92,65.86,0.5,16,3,73.9940075555556,1.56350134335243,-0.0134132325925926,0.2528954311422,-0.838250582759368,5,7,0.0011921604952783,0.72,0.965414972560313,0.0394291444541641
"411",410,75,74.66,65.46,0.5,16,4,74.6994475555556,0.992177979039758,-0.00400736592592592,0.170693148867293,-0.827961159718046,5,7,0.000804655220440984,0.86,0.965095642741669,0.0396019870254675
"412",411,75,74.9,66.08,0.5,16,5,74.922484,0.3340035755143,-0.00103354666666661,0.127014689516584,-0.619720569395085,5,7,0.000598752988449868,1,0.964354188376561,0.0401853622118941
"413",412,75,74.96,65.64,0.5,16,6,74.9740671111111,0.196605424313622,-0.000345771851851858,0.0967212373916333,-0.508043901996594,5,7,0.000455948285629185,0.98,0.964904244846279,0.0398277534605417
"414",413,75,73.88,83.64,0.5,25,3,73.9676711111111,1.63579350260648,-0.0137643851851851,0.276452874782862,-0.830997693570514,5,7,0.00130321134958318,0.68,0.97480767653817,0.0272638562335905
"415",414,75,74.68,83.4,0.5,25,4,74.7202884444444,0.751044459647797,-0.00372948740740743,0.178817968196064,-0.761907612926243,5,7,0.000842955986062915,0.9,0.975462430765485,0.026737245428442
"416",415,75,74.96,83.74,0.5,25,5,74.9847355555556,0.190528740436249,-0.000203525925925942,0.133261170324986,-0.300571819139404,5,7,0.000628199181371021,1,0.973940454400275,0.0279493661962876
"417",416,75,74.94,84.42,0.5,25,6,74.9514364444445,0.232620435570042,-0.000647514074074009,0.0894438174036296,-0.615494583764985,5,7,0.000421642198808786,1,0.974824818246523,0.0271328929850358
"418",417,75,73.86,98.38,0.5,36,3,73.9289248888889,1.84448576286747,-0.0142810014814815,0.243345188392476,-0.868068817178525,5,7,0.00114714021920958,0.7,0.975663206637324,0.02442796043132
"419",418,75,74.7,97.3,0.5,36,4,74.7477337777778,0.628286583936301,-0.0033635496296295,0.190324534189415,-0.697073693668572,5,7,0.000897198458343373,0.9,0.976218354413137,0.0239926329608738
"420",419,75,74.96,95.28,0.5,36,5,74.9844586666667,0.181091072372491,-0.000207217777777858,0.135553801774608,-0.251460604884023,5,7,0.000639006749669615,1,0.974660125629652,0.0252886540126502
"421",420,75,74.98,96.76,0.5,36,6,74.9961253333333,0.130660642553229,-0.0000516622222222471,0.102138319935046,-0.218293145210603,5,7,0.000481484657633816,1,0.97482577321142,0.0250213920301817
"422",421,75,74.46,62.98,0.55,16,3,74.5134888888889,1.24639076172142,-0.0064868148148148,0.19794825897991,-0.841182825595948,5,7,0.000933137041658437,0.88,0.964688842533636,0.0400049616905942
"423",422,75,74.88,63.1,0.55,16,4,74.9026613333333,0.3202803456894,-0.00129784888888893,0.126863405099432,-0.603898875448133,5,7,0.000598039826868162,0.98,0.964427988548462,0.0401801331520647
"424",423,75,74.9,63.72,0.55,16,5,74.9102164444444,0.300345752343977,-0.00119711407407401,0.0868719900601067,-0.710760051100656,5,7,0.000409518488444479,0.92,0.964686886632156,0.0398108181241891
"425",424,75,75,63.4,0.55,16,6,75.0057373333333,0.00805582774112719,0.0000764977777776911,0.0602838679281416,6.48326179076249,5,7,0.000284180878720954,1,0.964278476753334,0.0402195090022934
"426",425,75,74.62,77.22,0.55,25,3,74.6667124444445,0.666500635446324,-0.00444383407407397,0.183735174612116,-0.724328582989156,5,7,0.000866135919404812,0.92,0.97287120868124,0.028715560273573
"427",426,75,74.8,79.74,0.55,25,4,74.8193191111111,0.652299287512249,-0.00240907851851854,0.108736567527447,-0.833302642499966,5,7,0.000512589095077378,0.92,0.972326428097356,0.0291477504867892
