"","sim","N_actual","n_captured","pa_detects","tau","nsites","ntraps","N_mean","N_mean_sd","N_bias","N_sd","sd_bias","nsample_pa","nsample_cap","N_naive_se","credible_proportion"
"472",471,10,10,31.94,0.55,64,5,10.1426391111111,0.134165896754925,0.0142639111111114,0.43397799541622,2.2346371612523,10,10,0.00204579188963036,1
"473",472,10,10,31.6,0.55,64,6,10.1035177777778,0.0800336160476165,0.0103517777777782,0.408169349914778,4.09997386188243,10,10,0.00192412876798163,1
"474",473,10,9.98,38.92,0.55,64,3,10.1541324444444,0.134016060676419,0.0154132444444443,0.452713202937058,2.37805185924792,12,10,0.00213411050486317,1
"475",474,10,10,38.86,0.55,64,4,10.1396177777778,0.143258858536764,0.0139617777777778,0.414333231647008,1.89219972767464,12,10,0.00195318558512357,1
"476",475,10,10,39.28,0.55,64,5,10.1354937777778,0.103206522661009,0.013549377777777,0.451744813532164,3.37709557385204,12,10,0.00212954547342964,1
"477",476,10,10,39.56,0.55,64,6,10.1226591111111,0.0913031266411152,0.0122659111111106,0.444809041857374,3.87178323701644,12,10,0.00209684993220293,1
"478",477,10,10,46.54,0.55,64,3,10.1497444444444,0.144554251180628,0.0149744444444446,0.40673849871411,1.81374290546371,14,10,0.00191738367073588,1
"479",478,10,9.98,44.68,0.55,64,4,10.1474542222222,0.176630456002373,0.0147454222222218,0.462134230430167,1.61639040564984,14,10,0.00217852165437065,1
"480",479,10,10,44.12,0.55,64,5,10.1499622222222,0.120359689640682,0.0149962222222228,0.461971148364671,2.83825473249246,14,10,0.00217775287814131,1
"481",480,10,10,45.72,0.55,64,6,10.1653302222222,0.136025254943949,0.016533022222222,0.505122082540277,2.71344338041063,14,10,0.00238116833260867,1
"482",481,10,10,26.04,0.55,64,3,10.1092617777778,0.124799313935133,0.010926177777778,0.329466720547981,1.63997220945644,8,12,0.00155312101516514,1
"483",482,10,10,26.36,0.55,64,4,10.0954288888889,0.0889621489770641,0.00954288888888859,0.345489233000466,2.88355313999371,8,12,0.00162865186321046,1
"484",483,10,10,25.38,0.55,64,5,10.1098626666667,0.0983038180785866,0.0109862666666662,0.383039823019632,2.89648978550782,8,12,0.00180566704214451,1
"485",484,10,10,25.48,0.55,64,6,10.0912653333333,0.071662537793142,0.0091265333333338,0.371695567189498,4.18674859467604,8,12,0.00175218970731116,1
"486",485,10,10,32.56,0.55,64,3,10.1260097777778,0.128686481006175,0.0126009777777774,0.364971108845846,1.83612626588439,10,12,0.00172049030668047,1
"487",486,10,10,31.96,0.55,64,4,10.1056235555556,0.0872067942979825,0.0105623555555554,0.367736352781167,3.21683144921742,10,12,0.00173352579160248,1
"488",487,10,10,31.64,0.55,64,5,10.1096702222222,0.09379184496055,0.010967022222222,0.39448771766205,3.2059916598077,10,12,0.00185963293502427,1
"489",488,10,10,32.72,0.55,64,6,10.1220813333333,0.0991715180108654,0.0122081333333328,0.440146893972056,3.43823895005654,10,12,0.00207487235630558,1
"490",489,10,9.98,38.54,0.55,64,3,10.1317382222222,0.174476642596053,0.0131738222222217,0.418120463800149,1.39642657939136,12,12,0.00197103876870633,1
"491",490,10,10,39.86,0.55,64,4,10.1225351111111,0.12431291995535,0.0122535111111112,0.384474248378063,2.09279396313879,12,12,0.00181242898813153,1
"492",491,10,10,39.72,0.55,64,5,10.1183413333333,0.117451899549066,0.0118341333333332,0.400872282542817,2.41307619614404,12,12,0.00188973006250504,1
"493",492,10,10,38.88,0.55,64,6,10.1605222222222,0.165078550929007,0.0160522222222226,0.482581169229711,1.92334265423282,12,12,0.00227490944823508,1
"494",493,10,9.9,46.9,0.55,64,3,10.0432182222222,0.381150334565943,0.00432182222222177,0.407711215688315,0.0696861020799568,14,12,0.00192196910252679,0.98
"495",494,10,10,46.62,0.55,64,4,10.1624248888889,0.150322739093054,0.0162424888888894,0.45238836250934,2.00944730809686,14,12,0.00213257919240155,1
"496",495,10,10,46.02,0.55,64,5,10.1412008888889,0.124109276694179,0.014120088888888,0.439148419536422,2.53840124794652,14,12,0.00207016550267706,1
"497",496,10,10,46.14,0.55,64,6,10.1424364444444,0.110370778460237,0.0142436444444446,0.474136014544435,3.29584733530943,14,12,0.00223509860726089,1
"498",497,10,10,24.92,0.55,64,3,10.0873688888889,0.0771470370544388,0.00873688888888779,0.310267738035126,3.02177128093961,8,14,0.00146261614365366,1
"499",498,10,10,25.92,0.55,64,4,10.0905902222222,0.0872657343014428,0.00905902222222159,0.332534918559806,2.81060127691274,8,14,0.0015675846392997,1
"500",499,10,10,25.68,0.55,64,5,10.0818911111111,0.0647982181493796,0.0081891111111114,0.34111240317095,4.26422504990157,8,14,0.00160801928952679,1
"501",500,10,10,25.5,0.55,64,6,10.1019431111111,0.0962003992115714,0.0101943111111112,0.37595911018705,2.90808264069894,8,14,0.00177228824174749,1
"502",501,10,10,33.02,0.55,64,3,10.1409062222222,0.120615510659868,0.014090622222222,0.401079770930553,2.32527523812078,10,14,0.00189070817214494,1
"503",502,10,10,31.86,0.55,64,4,10.0965728888889,0.0802584711276887,0.00965728888888919,0.349607512987772,3.35602009452132,10,14,0.00164806562124945,1
"504",503,10,10,32.76,0.55,64,5,10.1570435555556,0.136276556135968,0.0157043555555556,0.461661779734755,2.38768305293934,10,14,0.00217629450043397,1
"505",504,10,10,30.28,0.55,64,6,10.1139111111111,0.105111201430498,0.011391111111111,0.412284783291888,2.92236771800673,10,14,0.00194352910697147,1
"506",505,10,9.98,37.82,0.55,64,3,10.0735066666667,0.114084123881212,0.0073506666666668,0.3195954037202,1.80140121909488,12,14,0.00150658718137737,1
"507",506,10,10,39.5,0.55,64,4,10.117984,0.101175855779399,0.0117984,0.38504515729357,2.80570200595201,12,14,0.00181512027856882,1
"508",507,10,10,39.3,0.55,64,5,10.1332048888889,0.121239191197762,0.0133204888888882,0.43130257638275,2.557451778767,12,14,0.00203317984335647,1
"509",508,10,10,39.44,0.55,64,6,10.1227484444444,0.110053550211406,0.0122748444444438,0.429471334735798,2.90238510171466,12,14,0.00202454728744614,1
"510",509,10,9.96,43.26,0.55,64,3,10.0743942222222,0.205787795106915,0.00743942222222219,0.350602682271713,0.703709795275085,14,14,0.00165275689424347,1
"511",510,10,10,46.74,0.55,64,4,10.1462271111111,0.11040223033247,0.0146227111111108,0.446964264821213,3.04850756615337,14,14,0.0021070097506876,1
"512",511,10,10,46.48,0.55,64,5,10.1505235555556,0.115853320192587,0.0150523555555552,0.463324452951445,2.99923327342924,14,14,0.00218413241714343,1
"513",512,10,10,45.92,0.55,64,6,10.1276355555556,0.12003987193479,0.0127635555555566,0.440000464413974,2.66545263104743,14,14,0.00207418208074901,1
"514",513,10,9.98,25.82,0.55,81,3,10.1105675555556,0.181493439011812,0.0110567555555555,0.385599121950953,1.12458986975203,8,8,0.00181773169300732,1
"515",514,10,9.98,24.9,0.55,81,4,10.1055142222222,0.197068915715148,0.0105514222222218,0.400413261412004,1.03184383472622,8,8,0.001887566216143,1
"516",515,10,10,27.12,0.55,81,5,10.0860813333333,0.0573272625255455,0.0086081333333328,0.36006495550761,5.28086776945197,8,8,0.00169736247804709,1
"517",516,10,10,25.76,0.55,81,6,10.0830031111111,0.0540432263576264,0.00830031111111139,0.368735951832644,5.822981836661,8,8,0.00173823794672093,1
"518",517,10,10,32.52,0.55,81,3,10.1658386666667,0.126371693524951,0.0165838666666668,0.44770937815383,2.54279796104366,10,8,0.00211052224862257,1
"519",518,10,9.98,32.5,0.55,81,4,10.1100688888889,0.176265738608514,0.0110068888888891,0.410471510274207,1.32870842351198,10,8,0.00193498125599183,1
"520",519,10,10,33.52,0.55,81,5,10.1407506666667,0.133141450612877,0.0140750666666674,0.447152093850299,2.35847395226631,10,8,0.00210789518522206,1
"521",520,10,10,32.18,0.55,81,6,10.1112702222222,0.0914264275939193,0.0111270222222222,0.421261411330171,3.6076547275942,10,8,0.00198584533735853,1
"522",521,10,9.92,38.96,0.55,81,3,10.0615248888889,0.302689474931181,0.00615248888888868,0.403464791851752,0.332933006486215,12,8,0.00190195126858929,1
"523",522,10,10,37.78,0.55,81,4,10.1917644444444,0.1397511356099,0.0191764444444442,0.514081087812719,2.67854676507045,12,8,0.00242340148848087,1
"524",523,10,10,38.56,0.55,81,5,10.1140151111111,0.0878806370490943,0.0114015111111108,0.413672243874269,3.70720579373101,12,8,0.00195006965888101,1
"525",524,10,10,39.5,0.55,81,6,10.1569293333333,0.153732919917836,0.0156929333333332,0.486391349767727,2.16387244857955,12,8,0.00229287081154158,1
"526",525,10,10,45.86,0.55,81,3,10.1743191111111,0.118877185493,0.0174319111111108,0.473237411822791,2.98089347304288,14,8,0.00223086255340711,1
"527",526,10,10,45.76,0.55,81,4,10.1516088888889,0.148584203629297,0.0151608888888892,0.439485550444066,1.95782148915735,14,8,0.00207175475301668,1
"528",527,10,10,45.84,0.55,81,5,10.1312915555556,0.10736618593105,0.0131291555555556,0.442506786666042,3.12147253652296,14,8,0.00208599699715085,1
"529",528,10,10,46,0.55,81,6,10.1264551111111,0.0999045615867951,0.012645511111111,0.452382453141398,3.52814612222062,14,8,0.00213255133537392,1
"530",529,10,9.98,27.02,0.55,81,3,10.106328,0.145171398515822,0.0106328000000006,0.390764392878501,1.69174504670707,8,10,0.00184208101367088,1
"531",530,10,9.98,25.2,0.55,81,4,10.0728333333333,0.153209345003239,0.00728333333333322,0.335282300946409,1.1883932794003,8,10,0.00158053592407356,1
