"","sim","N_actual","n_captured","pa_detects","tau","nsites","ntraps","N_mean","N_mean_sd","N_bias","N_sd","sd_bias","nsample_pa","nsample_cap","N_naive_se","credible_proportion"
"1365",1364,200,193.58,350,0.3,49,6,193.676244,5.89083054373027,-0.03161878,0.295689476605976,-0.949805129444661,8,10,0.00139389356022391,0.14
"1366",1365,200,162.16,436.7,0.3,49,3,162.44472,20.5186365814467,-0.1877764,0.532006500726507,-0.974072034532375,10,10,0.00250790269532693,0
"1367",1366,200,182.28,439.14,0.3,49,4,182.470564444444,12.7941821242883,-0.087647177777778,0.426228655227678,-0.966685744263517,10,10,0.00200926114965009,0
"1368",1367,200,188.6,438.92,0.3,49,5,188.729195111111,11.8249661533587,-0.0563540244444446,0.346612194627803,-0.970688102601515,10,10,0.00163394555508847,0.1
"1369",1368,200,192.52,436.8,0.3,49,6,192.626963111111,7.69442576299189,-0.0368651844444443,0.312845389938596,-0.959341294649524,10,10,0.00147476731125687,0.18
"1370",1369,200,166.08,524.8,0.3,49,3,166.353709333333,19.9954324285285,-0.168231453333334,0.521960116297151,-0.973896032598302,12,10,0.0024605435849509,0
"1371",1370,200,181.38,524.9,0.3,49,4,181.569112,11.3724295549279,-0.0921544400000001,0.430096868779956,-0.962180740122186,12,10,0.00202749608320938,0
"1372",1371,200,189.32,527.06,0.3,49,5,189.453962222222,8.44776422596657,-0.0527301888888885,0.36007548287225,-0.957376239056784,12,10,0.00169741210451992,0.04
"1373",1372,200,192.32,525.94,0.3,49,6,192.415956888889,7.90473738318806,-0.0379202155555555,0.293922778558804,-0.962816882546418,12,10,0.00138556526576081,0.2
"1374",1373,200,169.16,612.58,0.3,49,3,169.397992888889,15.9697738502885,-0.153010035555556,0.489478945176486,-0.969349663322399,14,10,0.00230742587588221,0
"1375",1374,200,182.28,612.74,0.3,49,4,182.468432444444,14.2312167308391,-0.087657837777778,0.424630023297209,-0.970162071780058,14,10,0.00200172512645905,0.02
"1376",1375,200,189.98,611.32,0.3,49,5,190.097032,10.2669085413294,-0.0495148399999998,0.327541393900016,-0.968097369078384,14,10,0.00154404493830664,0.14
"1377",1376,200,194.14,611.94,0.3,49,6,194.225538666667,7.05643138862871,-0.0288723066666668,0.278418690637138,-0.960543981043194,14,10,0.00131247829439066,0.28
"1378",1377,200,173.22,350.96,0.3,49,3,173.456262222222,15.2727264625442,-0.132718688888889,0.487375667044666,-0.968088496298291,8,12,0.002297510927684,0
"1379",1378,200,185.26,350.4,0.3,49,4,185.420324444444,9.93444946934287,-0.0728983777777777,0.395409789280177,-0.960198117620872,8,12,0.00186397962231705,0.04
"1380",1379,200,191.5,350.28,0.3,49,5,191.628814222222,6.88048307160329,-0.0418559288888886,0.345579429997672,-0.949773958252448,8,12,0.0016290770559329,0.14
"1381",1380,200,193.12,350.18,0.3,49,6,193.220465777778,7.79822433512468,-0.0338976711111115,0.30066704918209,-0.961444165202092,8,12,0.00141735806237337,0.28
"1382",1381,200,165.1,436.7,0.3,49,3,165.383244888889,21.6693357821767,-0.173083775555556,0.528505252092876,-0.97561045445022,10,12,0.00249139765098385,0
"1383",1382,200,182.92,438.62,0.3,49,4,183.095839555556,13.5571203997868,-0.0845208022222223,0.411046541974805,-0.96968039451938,10,12,0.00193769198142444,0.08
"1384",1383,200,190.6,438.02,0.3,49,5,190.730716444444,8.38135648325864,-0.0463464177777778,0.349374584380384,-0.958315269720571,10,12,0.00164696758526401,0.14
"1385",1384,200,194.24,437.96,0.3,49,6,194.330640444444,6.76065929000636,-0.0283467977777784,0.285221942899606,-0.957811519459171,10,12,0.00134454913311676,0.28
"1386",1385,200,176.12,525.74,0.3,49,3,176.335071555556,14.2903503159887,-0.118324642222222,0.462335930084652,-0.967646984163336,12,12,0.00217947247566031,0
"1387",1386,200,183.16,523.6,0.3,49,4,183.348392444444,11.3406064506441,-0.0832580377777777,0.424079620304054,-0.962605207918139,12,12,0.00199913050186675,0.04
"1388",1387,200,187.16,525.98,0.3,49,5,187.314728,12.7172436654627,-0.06342636,0.379077062464018,-0.970191884937024,12,12,0.00178698640973722,0.08
"1389",1388,200,193.3,527.34,0.3,49,6,193.400738666667,6.65809346843141,-0.0329963066666665,0.294732751783911,-0.955733160974481,12,12,0.00138938351616117,0.22
"1390",1389,200,172.48,612.54,0.3,49,3,172.71406,19.409537691191,-0.1364297,0.480889623986367,-0.975224055738091,14,12,0.00226693542748673,0
"1391",1390,200,183.42,613.9,0.3,49,4,183.582040888889,13.8760750309523,-0.0820897955555552,0.395859356544279,-0.971471806280864,14,12,0.00186609890272402,0.04
"1392",1391,200,190.86,614.22,0.3,49,5,190.977595555556,9.3632894540623,-0.0451120222222222,0.322967660093259,-0.965507030229303,14,12,0.00152248415037264,0.14
"1393",1392,200,195.66,611.9,0.3,49,6,195.742292444445,4.4535170929571,-0.0212885377777775,0.268996967271944,-0.939598981735729,14,12,0.00126806386451072,0.34
"1394",1393,200,173.2,350.52,0.3,49,3,173.434215111111,18.3094977328554,-0.132828924444444,0.481460522917676,-0.973704329308077,8,14,0.00226962667085806,0
"1395",1394,200,185.98,349.72,0.3,49,4,186.143812888889,9.76822668711862,-0.0692809355555554,0.39613082303111,-0.959447007556296,8,14,0.00186737860801537,0.02
"1396",1395,200,192.28,350.1,0.3,49,5,192.379073777778,8.72835683220752,-0.0381046311111113,0.297918735590324,-0.965867718137851,8,14,0.00140440238785627,0.26
"1397",1396,200,195.26,349.58,0.3,49,6,195.340776444444,5.54454037482104,-0.0232961177777777,0.268578244802505,-0.951559872118133,8,14,0.00126608998786021,0.34
"1398",1397,200,175,437.88,0.3,49,3,175.229874222222,17.2587806222358,-0.123850628888889,0.477943073385297,-0.9723072513727,10,14,0.00225304525474589,0
"1399",1398,200,184.66,437.1,0.3,49,4,184.80576,15.53000424812,-0.0759712000000003,0.364296809305575,-0.976542388302973,10,14,0.00171731162816396,0.1
"1400",1399,200,191.12,439.78,0.3,49,5,191.232183555555,7.31267280335759,-0.0438390822222226,0.319084240821978,-0.95636557939862,10,14,0.00150417753636655,0.16
"1401",1400,200,194.72,439.12,0.3,49,6,194.810596444444,6.05432876597547,-0.025947017777778,0.281042330506547,-0.953579935717074,10,14,0.00132484625134433,0.32
"1402",1401,200,171.06,524.94,0.3,49,3,171.297274666667,16.6715771557499,-0.143513626666667,0.485539874508053,-0.970876188259094,12,14,0.00228885691867406,0
"1403",1402,200,184.24,524.94,0.3,49,4,184.393550222222,16.4649046565594,-0.0780322488888891,0.38170976157769,-0.976816764534034,12,14,0.0017993970723779,0.02
"1404",1403,200,192.34,526.16,0.3,49,5,192.455999555556,9.04536035618715,-0.0377200022222224,0.320212858608428,-0.964599214846162,12,14,0.00150949789163432,0.22
"1405",1404,200,192.94,526.48,0.3,49,6,193.040331111111,9.55926658724364,-0.0347983444444445,0.292272185295206,-0.969425250082969,12,14,0.00137778429449634,0.34
"1406",1405,200,171.04,613.52,0.3,49,3,171.254699555556,23.2701443469369,-0.143726502222222,0.458446920504144,-0.980298922358662,14,14,0.0021611395086838,0
"1407",1406,200,185.34,612.7,0.3,49,4,185.491381333333,12.70916156642,-0.0725430933333335,0.378008139242925,-0.970257035661448,14,14,0.00178194745734921,0.08
"1408",1407,200,191.9,613.7,0.3,49,5,192.006271555556,12.7727798076085,-0.0399686422222223,0.308889501311408,-0.975816579792019,14,14,0.00145611907343085,0.22
"1409",1408,200,192.9,612.84,0.3,49,6,192.993677333333,11.8324765236111,-0.0350316133333331,0.27053034983586,-0.977136624839607,14,14,0.00127529229923804,0.32
"1410",1409,200,168.42,421.02,0.3,64,3,168.704679111111,14.9205956919492,-0.156476604444444,0.536916140145976,-0.96401510025262,8,8,0.00253104695750484,0
"1411",1410,200,179.86,420.58,0.3,64,4,180.056503555556,14.6554552865989,-0.0997174822222219,0.435773995527617,-0.970265407180759,8,8,0.0020542583153489,0.02
"1412",1411,200,185.16,421.16,0.3,64,5,185.328273333333,9.03142392382047,-0.0733586333333336,0.406224520402726,-0.955020988514192,8,8,0.00191496075374014,0.04
"1413",1412,200,191.2,421.12,0.3,64,6,191.313832444444,9.14734234701141,-0.0434308377777781,0.323967541475281,-0.964583424432439,8,8,0.00152719763641004,0.2
"1414",1413,200,166,525.1,0.3,64,3,166.306824444444,16.3652314203108,-0.168465877777778,0.555511575890642,-0.966055379137432,10,8,0.00261870668226599,0
"1415",1414,200,177.82,528.22,0.3,64,4,178.044296888889,13.613409173051,-0.109778515555556,0.470752642689611,-0.965419929959829,10,8,0.00221914923938208,0
"1416",1415,200,184.3,525.92,0.3,64,5,184.467065777778,10.0296527283374,-0.0776646711111109,0.40335152775047,-0.959784098345613,10,8,0.00190141733649541,0.02
"1417",1416,200,192.16,527.04,0.3,64,6,192.273088888889,7.22775196767177,-0.0386345555555558,0.327014170797507,-0.954755756387301,10,8,0.00154155958476676,0.2
"1418",1417,200,166.02,632.9,0.3,64,3,166.283312,14.9749124924378,-0.16858344,0.51316077322035,-0.965731968485325,12,8,0.00241906308388694,0
"1419",1418,200,181.96,632.24,0.3,64,4,182.153732,15.1316231261133,-0.0892313400000003,0.433831536997774,-0.971329477784238,12,8,0.00204510147802472,0
"1420",1419,200,186.06,633.1,0.3,64,5,186.220515555556,11.2278898056568,-0.068897422222222,0.391401473099483,-0.965140246308591,12,8,0.00184508423863366,0.04
"1421",1420,200,190.56,633.5,0.3,64,6,190.6855,11.4152550239283,-0.0465724999999998,0.338971418203526,-0.970305401194018,12,8,0.0015979265896009,0.2
"1422",1421,200,163.76,735.12,0.3,64,3,164.045230222222,17.0043834412862,-0.179773848888889,0.536118316144137,-0.968471758003148,14,8,0.00252728597909222,0
"1423",1422,200,175.7,739.36,0.3,64,4,175.919341333333,17.4556818449877,-0.120403293333333,0.465293880147918,-0.973344273556319,14,8,0.00219341638598129,0
"1424",1423,200,189.38,737.72,0.3,64,5,189.520236444444,10.2193018966326,-0.0523988177777781,0.366752171926718,-0.964111817457162,14,8,0.00172888631856185,0.1
"1425",1424,200,189.04,738.06,0.3,64,6,189.173098222222,9.53905774350135,-0.0541345088888891,0.355380557132054,-0.962744689602685,14,8,0.00167528001233286,0.12
"1426",1425,200,170.88,421.56,0.3,64,3,171.141090222222,18.0802600598109,-0.144294548888889,0.50613412502374,-0.972006258574301,8,10,0.00238593914662804,0
"1427",1426,200,180.78,418.96,0.3,64,4,180.977447555556,12.9934742845085,-0.095112762222222,0.44031747349008,-0.96611241428976,8,10,0.00207567647586509,0.02
"1428",1427,200,187.24,420.36,0.3,64,5,187.400087555556,13.5191336425265,-0.0629995622222223,0.389828733022892,-0.971164666070271,8,10,0.00183767027081231,0.12
"1429",1428,200,192.66,421.6,0.3,64,6,192.776236444444,7.37015525436234,-0.0361188177777777,0.327647441046094,-0.955544024550614,8,10,0.00154454484934742,0.22
"1430",1429,200,173.48,528.16,0.3,64,3,173.709204,16.9709059448373,-0.13145398,0.480586223427026,-0.971681757886754,10,10,0.00226550518353389,0
"1431",1430,200,183.34,526.48,0.3,64,4,183.505158222222,13.3995738696386,-0.0824742088888888,0.401348784987972,-0.970047645627197,10,10,0.00189197631657318,0.12
"1432",1431,200,187.66,525.8,0.3,64,5,187.820654666667,9.77285301846692,-0.060896726666667,0.392641461789491,-0.959823251096937,10,10,0.00185092960137565,0.02
"1433",1432,200,194.9,527.54,0.3,64,6,194.998510666667,5.33544494560272,-0.0250074466666666,0.298607421246664,-0.944033267273657,10,10,0.00140764888317429,0.26
"1434",1433,200,167.58,632.46,0.3,64,3,167.874953333333,19.4356355248948,-0.160625233333333,0.544853250070707,-0.971966275588323,12,10,0.00256846285251018,0
"1435",1434,200,176.98,634.5,0.3,64,4,177.206366222222,16.8595029279005,-0.113968168888889,0.469791361627282,-0.972134922148278,12,10,0.00221461771699675,0.02
"1436",1435,200,189.76,634.48,0.3,64,5,189.885662222222,12.4923374049435,-0.0505716888888889,0.344306483765713,-0.972438585942334,12,10,0.00162307632984821,0.18
"1437",1436,200,192.62,634.1,0.3,64,6,192.721812,8.28915684788887,-0.03639094,0.297305340936883,-0.964133222908841,12,10,0.00140151081772966,0.22
"1438",1437,200,165.96,736.44,0.3,64,3,166.241929333333,18.0359002785674,-0.168790353333333,0.532667069402696,-0.9704662888364,14,10,0.00251101664592941,0
"1439",1438,200,181.64,740.24,0.3,64,4,181.824447111111,14.5253889067581,-0.0908777644444445,0.421459395147709,-0.970984639526476,14,10,0.00198677864202484,0
"1440",1439,200,190.02,738.84,0.3,64,5,190.150639111111,11.4178778203594,-0.0492468044444443,0.34672903716474,-0.969632794936159,14,10,0.0016344963560898,0.14
"1441",1440,200,190.08,737.1,0.3,64,6,190.200766222222,10.5445512627926,-0.0489961688888892,0.32932844067117,-0.968767903681854,14,10,0.0015524691575745,0.14
"1442",1441,200,173.38,420.2,0.3,64,3,173.617918222222,17.3216312653127,-0.131910408888889,0.485546907983473,-0.971968753950109,8,12,0.00228889007479516,0
"1443",1442,200,182.38,422.42,0.3,64,4,182.568141777778,13.3885229680179,-0.0871592911111112,0.425168597920733,-0.968243801132032,8,12,0.00200426399158218,0.02
"1444",1443,200,188.08,422.12,0.3,64,5,188.223761777778,10.6075184937427,-0.058881191111111,0.368082413898214,-0.965299856501278,8,12,0.00173515713935294,0.12
"1445",1444,200,194.44,421.1,0.3,64,6,194.530408444444,5.48944147600429,-0.0273479577777778,0.285564636612932,-0.947979291179038,8,12,0.00134616460677385,0.22
"1446",1445,200,171.12,526.26,0.3,64,3,171.375356444444,20.1934595071808,-0.143123217777778,0.501854629885855,-0.975147664534282,10,12,0.00236576541308102,0
"1447",1446,200,183.7,525.2,0.3,64,4,183.871939555556,13.6264865481497,-0.0806403022222224,0.404586742250516,-0.970308799643922,10,12,0.00190724019349009,0.08
"1448",1447,200,190.22,527.02,0.3,64,5,190.351786666667,9.7277461038258,-0.0482410666666668,0.347000956043077,-0.964328740456476,10,12,0.00163577819397516,0.16
"1449",1448,200,193.78,527.24,0.3,64,6,193.871184,9.17933088053276,-0.0306440800000003,0.276533254251963,-0.969874356001435,10,12,0.00130359026203431,0.36
"1450",1449,200,171.12,633.2,0.3,64,3,171.374224,19.2103632812812,-0.14312888,0.500515759625628,-0.973945533861229,12,12,0.00235945391814678,0
"1451",1450,200,182.48,631.62,0.3,64,4,182.678376,14.6047061529886,-0.0866081200000001,0.440042382883985,-0.969869822899933,12,12,0.00207437968631169,0.08
"1452",1451,200,190.08,633.28,0.3,64,5,190.198063555556,8.26512569895036,-0.0490096822222222,0.328529170593053,-0.960251158595837,12,12,0.00154870136229293,0.12
"1453",1452,200,195.82,632.28,0.3,64,6,195.903889333333,3.93752028534594,-0.0204805533333335,0.273716147951265,-0.930485145950882,12,12,0.00129031029557733,0.32
"1454",1453,200,172.2,737.34,0.3,64,3,172.443989333333,18.7800671012835,-0.137780053333333,0.489416318828592,-0.973939586254453,14,12,0.00230713065244703,0
"1455",1454,200,183.6,738.76,0.3,64,4,183.760282666667,14.222960906568,-0.0811985866666669,0.387603670239152,-0.972748032369254,14,12,0.00182718122425933,0.08
"1456",1455,200,192.42,736.44,0.3,64,5,192.538654666667,8.0664823030676,-0.037306726666667,0.331518690584832,-0.958901702361789,14,12,0.00156279409468413,0.18
"1457",1456,200,191.56,738.24,0.3,64,6,191.677552,9.41652427799138,-0.04161224,0.323283628594372,-0.965668476069248,14,12,0.00152397364017116,0.2
"1458",1457,200,175.04,420.26,0.3,64,3,175.256840444444,18.8640177348076,-0.123715797777778,0.460601133025244,-0.975583084181725,8,14,0.00217129456389571,0.02
"1459",1458,200,187.4,421.02,0.3,64,4,187.550123555556,9.79458128417491,-0.0622493822222222,0.37944833139957,-0.961259361641866,8,14,0.00178873658828371,0.06
"1460",1459,200,190.66,422.72,0.3,64,5,190.780964,13.4372742792731,-0.0460951800000003,0.329508727532435,-0.975478008360617,8,14,0.0015533190379889,0.28
"1461",1460,200,193.96,419.48,0.3,64,6,194.051102666667,7.11943995808396,-0.0297444866666666,0.279421138351946,-0.960752370973412,8,14,0.00131720387823684,0.4
"1462",1461,200,174.76,529.42,0.3,64,3,174.988655111111,18.965742297795,-0.125056724444444,0.472021800301743,-0.975111873139992,10,14,0.00222513210574163,0
"1463",1462,200,185.58,527.68,0.3,64,4,185.739191111111,14.3416593619048,-0.0713040444444445,0.383272177464503,-0.973275604461603,10,14,0.00180676237150189,0.12
"1464",1463,200,190.62,527.02,0.3,64,5,190.726893333333,9.51393579439365,-0.0463655333333331,0.310900269975628,-0.967321592588544,10,14,0.00146559792781663,0.2
"1465",1464,200,193.84,527.08,0.3,64,6,193.921960444444,9.62147858067529,-0.0303901977777778,0.263597926038575,-0.972603179040692,10,14,0.00124261254005724,0.3
"1466",1465,200,176.9,634.56,0.3,64,3,177.120355555556,16.3758908471159,-0.114398222222222,0.466729159980262,-0.971499006415125,12,14,0.00220018235999696,0
"1467",1466,200,183.4,631.82,0.3,64,4,183.588152888889,13.6037243986864,-0.0820592355555558,0.418036617144132,-0.969270428825763,12,14,0.00197064351177934,0.14
"1468",1467,200,189.96,633.54,0.3,64,5,190.085468,10.3716274231712,-0.04957266,0.34060276597906,-0.967160142561801,12,14,0.00160561683676459,0.16
"1469",1468,200,194.2,629.56,0.3,64,6,194.299823555555,7.60641714205611,-0.0285008822222225,0.291003661246888,-0.961742347834446,12,14,0.00137180441478525,0.32
"1470",1469,200,171.94,740.6,0.3,64,3,172.165213333333,19.8631427265541,-0.139173933333333,0.467270577230351,-0.976475496165787,14,14,0.00220273462539022,0
"1471",1470,200,185.34,739.6,0.3,64,4,185.508559555556,15.2424304315682,-0.0724572022222222,0.399205987906474,-0.97380955814765,14,14,0.00188187507425962,0.1
"1472",1471,200,191.34,734.68,0.3,64,5,191.458956,11.7052222085307,-0.04270522,0.322214728856661,-0.972472566251512,14,14,0.00151893479848486,0.34
"1473",1472,200,195.24,737.74,0.3,64,6,195.333543555556,5.05987695481285,-0.0233322822222223,0.285616286594626,-0.943552720916869,14,14,0.00134640808712253,0.32
"1474",1473,200,164.38,487.1,0.3,81,3,164.669525777778,17.8941071593358,-0.176652371111111,0.539702832836597,-0.969839074504758,8,8,0.00254418355282898,0
"1475",1474,200,174.76,485.32,0.3,81,4,174.981748444444,18.4583433380992,-0.125091257777778,0.466581783115885,-0.974722445315402,8,8,0.00219948761879569,0.02
"1476",1475,200,187.08,485.44,0.3,81,5,187.237590666667,9.60563343021836,-0.0638120466666668,0.388689493798534,-0.959535256407375,8,8,0.00183229984560607,0.08
"1477",1476,200,192.84,489.38,0.3,81,6,192.962746666667,7.51551786244175,-0.0351862666666668,0.337069284703568,-0.955150225057937,8,8,0.00158895984629062,0.2
"1478",1477,200,157.1,605.02,0.3,81,3,157.421554222222,21.8056252449193,-0.212892228888889,0.567149617461174,-0.973990673915974,10,8,0.00267356893636102,0
"1479",1478,200,180.42,603.02,0.3,81,4,180.623561333333,12.775569518256,-0.0968821933333335,0.445510858201747,-0.965127906230316,10,8,0.00210015832617796,0
"1480",1479,200,185.26,608.84,0.3,81,5,185.418037333333,14.7275180172615,-0.0729098133333331,0.385794139509223,-0.973804537936599,10,8,0.00181865101459333,0.04
"1481",1480,200,191.28,606.66,0.3,81,6,191.403942666667,9.80876855745394,-0.0429802866666672,0.33634137834042,-0.96571013207516,10,8,0.00158552846278761,0.14
"1482",1481,200,164.98,729.6,0.3,81,3,165.255098666667,20.3590006840527,-0.173724506666666,0.524545101142617,-0.974235223561169,12,8,0.00247272932037419,0
"1483",1482,200,179.82,729,0.3,81,4,180.023389777778,13.2799098425068,-0.0998830511111111,0.446958065653915,-0.966343290658249,12,8,0.0021069805275327,0.02
"1484",1483,200,187.14,726.82,0.3,81,5,187.296884888889,9.68034614654404,-0.0635155755555558,0.387738620766426,-0.959945789654965,12,8,0.00182781738714573,0.14
"1485",1484,200,190.2,726,0.3,81,6,190.331380888889,10.8667044586566,-0.0483430955555555,0.343494157421167,-0.968390218144975,12,8,0.00161924698673644,0.24
"1486",1485,200,165.74,850.72,0.3,81,3,166.008214222222,17.0796089227467,-0.169958928888889,0.517710451375123,-0.969688389604423,14,8,0.00244051047238999,0
"1487",1486,200,179.4,846.68,0.3,81,4,179.625860444444,11.6436090148537,-0.101870697777778,0.471346911091166,-0.959518830416766,14,8,0.00222195064749264,0.02
"1488",1487,200,188.48,849.28,0.3,81,5,188.620295555556,8.61663977129453,-0.0568985222222223,0.368588297109107,-0.957223661787856,14,8,0.00173754189567901,0.06
"1489",1488,200,191.88,848.08,0.3,81,6,192.002509333333,8.0710159181367,-0.0399874533333331,0.336836065842916,-0.958265964376802,14,8,0.00158786044203816,0.2
"1490",1489,200,169.24,483.28,0.3,81,3,169.509468,17.4841521544065,-0.15245266,0.519993565003994,-0.970259148947469,8,10,0.00245127317325128,0
"1491",1490,200,182.02,485.52,0.3,81,4,182.214531555556,13.6709763369475,-0.0889273422222225,0.435519801015065,-0.968142743409041,8,10,0.00205306003092512,0.02
"1492",1491,200,188.9,484.16,0.3,81,5,189.052656888889,12.065175842016,-0.0547367155555556,0.381770621251896,-0.968357641343079,8,10,0.00179968396763345,0.18
"1493",1492,200,191.66,486.04,0.3,81,6,191.781213333333,7.8554098392756,-0.0410939333333333,0.328637548851099,-0.958164175316739,8,10,0.00154921226230092,0.22
"1494",1493,200,166.02,603.96,0.3,81,3,166.284212888889,21.5581370696607,-0.168578935555556,0.511512211576779,-0.976272893621377,10,10,0.00241129168977113,0
"1495",1494,200,182.48,606.64,0.3,81,4,182.676385333333,13.1840499946365,-0.0866180733333333,0.435914672830256,-0.966936209055063,10,10,0.00205492147451326,0.02
"1496",1495,200,186.58,606.52,0.3,81,5,186.728936,12.4017257603591,-0.0663553199999999,0.375795340438577,-0.969698141395791,10,10,0.0017715162237495,0.06
"1497",1496,200,192.66,607.8,0.3,81,6,192.775054222222,8.98309925523261,-0.0361247288888889,0.324680824375124,-0.963856480358269,10,10,0.00153056008424593,0.14
"1498",1497,200,168.04,730.02,0.3,81,3,168.303758666667,21.2743844725689,-0.158481206666666,0.510129557983776,-0.97602141868586,12,10,0.00240477379822683,0
"1499",1498,200,180.96,728.42,0.3,81,4,181.170508,14.3185335517043,-0.0941474600000002,0.45170270638795,-0.968453284356471,12,10,0.00212934697844824,0.02
"1500",1499,200,188.12,729.72,0.3,81,5,188.263049333333,10.1602336394053,-0.0586847533333333,0.367810489485664,-0.9637990126468,12,10,0.00173387527537904,0.1
"1501",1500,200,192.5,728.96,0.3,81,6,192.608893333333,8.40738506663721,-0.0369555333333333,0.311673405360461,-0.962928615391096,12,10,0.00146924252297257,0.18
"1502",1501,200,174,850.76,0.3,81,3,174.231112444444,14.4104762841354,-0.128844437777778,0.478306171850973,-0.966808441135458,14,10,0.00225475691732801,0
"1503",1502,200,181.32,849.46,0.3,81,4,181.511129333333,13.407706582607,-0.0924443533333333,0.430104936923654,-0.967921065823323,14,10,0.00202753411680352,0
"1504",1503,200,189.62,848.78,0.3,81,5,189.755921333333,9.97499217407868,-0.0512203933333334,0.356048841063137,-0.964305852591205,14,10,0.0016784303329957,0.12
"1505",1504,200,193.42,847.98,0.3,81,6,193.519572888889,8.5907301565849,-0.0324021355555553,0.293831045429861,-0.965796732050228,14,10,0.00138513283164391,0.28
"1506",1505,200,168.18,483.1,0.3,81,3,168.423011555556,18.7589382000956,-0.157884942222222,0.492889490905623,-0.973725085841846,8,12,0.00232350334263301,0
"1507",1506,200,181.78,484,0.3,81,4,181.976991111111,13.4812629728131,-0.0901150444444444,0.431039129407856,-0.968026799100566,8,12,0.00203193794240694,0.1
"1508",1507,200,188.92,482.68,0.3,81,5,189.070386222222,11.0365081636922,-0.0546480688888886,0.371567832428166,-0.966332844871121,8,12,0.00175158755987162,0.18
"1509",1508,200,195,487.96,0.3,81,6,195.082636444444,7.57193291062855,-0.024586817777778,0.264291579630413,-0.965095889946485,8,12,0.00124588245444779,0.46
"1510",1509,200,170.1,602.94,0.3,81,3,170.372174222222,17.1499921221762,-0.148139128888889,0.514883153775299,-0.969977644881276,10,12,0.0024271824636882,0
"1511",1510,200,185.62,608.4,0.3,81,4,185.791369777778,13.4657463829512,-0.0710431511111112,0.39763267333352,-0.970470803323835,10,12,0.00187445839823645,0.04
"1512",1511,200,190.38,609.82,0.3,81,5,190.530285777778,9.96766256494352,-0.0473485711111113,0.372167617721272,-0.962662498324312,10,12,0.00175441497485836,0.12
"1513",1512,200,194.5,608.28,0.3,81,6,194.605495555556,6.16568792342958,-0.0269725222222222,0.304379683465797,-0.950633297168811,10,12,0.0014348595882272,0.36
"1514",1513,200,172.06,729.48,0.3,81,3,172.310100888889,16.5162937300601,-0.138449495555555,0.497235174864438,-0.969894264234387,12,12,0.00234398909327415,0
"1515",1514,200,184.58,723.6,0.3,81,4,184.758603111111,11.6349320576249,-0.0762069844444442,0.408775136915688,-0.964866564334787,12,12,0.00192698447529028,0.06
"1516",1515,200,192.42,728.62,0.3,81,5,192.547084888889,7.14047116115028,-0.0372645755555556,0.343993606301098,-0.951824802798352,12,12,0.00162160141133548,0.14
"1517",1516,200,193.96,726.74,0.3,81,6,194.059144888889,6.35847612878888,-0.0297042755555554,0.294958440537293,-0.953611771977593,12,12,0.00139044742314752,0.34
"1518",1517,200,173.18,850.68,0.3,81,3,173.42478,16.2856488541359,-0.1328761,0.491787286862859,-0.96980241369149,14,12,0.00231830750294707,0
"1519",1518,200,180.98,852.68,0.3,81,4,181.190898666667,15.4012485645418,-0.0940455066666668,0.451061444607174,-0.970712670293131,14,12,0.00212632404142355,0.02
"1520",1519,200,189.66,850.24,0.3,81,5,189.808919555556,9.37628569613677,-0.050955402222222,0.377827027846286,-0.959703976596835,14,12,0.00178109369003778,0.08
"1521",1520,200,194.34,844.38,0.3,81,6,194.434385333333,8.62360810535129,-0.0278280733333334,0.285089240751614,-0.966940839928161,14,12,0.00134392356919193,0.28
"1522",1521,200,172.66,483.38,0.3,81,3,172.899866666667,16.9273895483737,-0.135500666666667,0.485486773219345,-0.971319454081684,8,14,0.0022886065967985,0
"1523",1522,200,181.34,486.44,0.3,81,4,181.517420444444,14.357736628917,-0.0924128977777778,0.410698013858019,-0.971395351198262,8,14,0.00193604900412568,0.04
"1524",1523,200,191.4,486.28,0.3,81,5,191.525384,8.98730997792416,-0.0423730799999999,0.337797218400533,-0.962413979351967,8,14,0.00159239135864647,0.12
"1525",1524,200,195.3,483.78,0.3,81,6,195.389122222222,6.9808493743287,-0.0230543888888889,0.280986071079145,-0.959749013907614,8,14,0.00132458104186019,0.36
"1526",1525,200,175.74,607.82,0.3,81,3,175.974632444444,19.852228330527,-0.120126837777778,0.476761169320017,-0.975984501015088,10,14,0.00224747370555074,0
"1527",1526,200,184.6,607,0.3,81,4,184.780671555556,13.3122707152853,-0.0760966422222224,0.409253885416577,-0.969257394612125,10,14,0.00192924131736669,0.08
"1528",1527,200,192.5,606.92,0.3,81,5,192.608537333333,8.61002774606043,-0.0369573133333337,0.316379961114576,-0.963254478330881,10,14,0.00149142943957102,0.14
"1529",1528,200,196,605.38,0.3,81,6,196.081538666667,5.36974281406224,-0.0195923066666669,0.263637976617728,-0.950903053321788,10,14,0.00124280134029797,0.38
"1530",1529,200,177.36,730.32,0.3,81,3,177.588449333333,17.0204319834588,-0.112057753333334,0.471069139162975,-0.972323314730156,12,14,0.00222064121806566,0
"1531",1530,200,185.52,727.94,0.3,81,4,185.682992888889,10.6956602752591,-0.0715850355555553,0.394856663172251,-0.963082535064654,12,14,0.00186137216083861,0.06
"1532",1531,200,192.14,725.94,0.3,81,5,192.241792444444,7.69417891384575,-0.0387910377777777,0.298652784219624,-0.961184580243878,12,14,0.00140786272627959,0.18
