"","sim","N_actual","N_mean","N_bias","n_captured","tau","nsites","ntraps","pa_detects_total","N_lower_95","N_upper_95","cred_contains_actual_N","N_sd","N_naive_se","seed"
"218",11,75,72.1789555555556,-0.0376139259259253,72,0.35,16,3,73,72,73,0,0.431947977581829,0.00203622229378617,233852
"219",11,75,75.103,0.00137333333333326,75,0.35,16,3,70,75,76,1,0.328758712002544,0.00154978343087436,6207755
"220",11,75,69.0562666666667,-0.0792497777777773,69,0.35,16,3,75,69,70,0,0.239424779383374,0.00112865923390718,7279367
"221",12,75,73.1712888888889,-0.0243828148148147,73,0.55,16,3,59,73,74,0,0.426507448236327,0.00201057539249652,713188
"222",12,75,75.0403777777778,0.000538370370370747,75,0.55,16,3,59,75,76,1,0.203288241114092,0.000958309958848402,570782
"223",12,75,75.0108222222222,0.000144296296296034,75,0.55,16,3,63,75,75,1,0.107055648944291,0.000504665168885565,4508304
"224",12,75,74.0359333333333,-0.0128542222222226,74,0.55,16,3,55,74,75,1,0.191771425068693,0.000904019167359203,3963870
"225",12,75,75.0664666666667,0.000886222222222652,75,0.55,16,3,71,75,76,1,0.258382359281038,0.00121802612257734,1044671
"226",12,75,74.0718444444445,-0.0123754074074067,74,0.55,16,3,64,74,75,1,0.275390742649714,0.00129820441069075,7038381
"227",12,75,75.0782444444445,0.00104325925925991,75,0.55,16,3,60,75,76,1,0.287811054776272,0.0013567543235517,7246587
"228",12,75,75.0424444444444,0.000565925925925323,75,0.55,16,3,68,75,76,1,0.210975281421017,0.000994547014370276,8534623
"229",12,75,75.0414,0.000551999999999945,75,0.55,16,3,68,75,76,1,0.205800019093394,0.000970150593795066,6406715
"230",12,75,75.2047333333333,0.00272977777777726,75,0.55,16,3,63,75,76,1,0.467214204719208,0.00220246888282421,2347703
"231",12,75,75.1028444444444,0.00137125925925867,75,0.55,16,3,67,75,76,1,0.327893730257887,0.00154570586782603,2536535
"232",12,75,75.0321777777778,0.000429037037037385,75,0.55,16,3,61,75,76,1,0.180335434285151,0.000850109389808343,3503259
"233",12,75,74.0106666666667,-0.0131911111111107,74,0.55,16,3,62,74,74,0,0.102944493951172,0.000485284998391277,5663908
"234",12,75,73.1204888888889,-0.025060148148148,73,0.55,16,3,64,73,74,0,0.357050781626526,0.00168315352610716,9590611
"235",12,75,74.0717777777778,-0.012376296296296,74,0.55,16,3,68,74,75,1,0.269906594022092,0.00127235188613324,8617564
"236",12,75,75.0273777777778,0.000365037037037344,75,0.55,16,3,63,75,76,1,0.166686556292264,0.000785767961912618,5282613
"237",12,75,75.1340888888889,0.00178785185185196,75,0.55,16,3,66,75,76,1,0.37803734550024,0.00178208513696654,1464506
"238",12,75,75.0355777777778,0.000474370370370707,75,0.55,16,3,67,75,76,1,0.190092147993926,0.000896102979312145,2504945
"239",12,75,73.0578666666667,-0.0258951111111107,73,0.55,16,3,64,73,74,0,0.245645432898662,0.00115798367580099,6740429
"240",12,75,75.0493777777778,0.000658370370370752,75,0.55,16,3,62,75,76,1,0.226683036809695,0.0010685940833873,6444426
"241",13,100,36.4547555555556,-0.635452444444444,36,0.15,16,3,80,36,38,0,0.714491160177477,0.00336814362972892,4244756
"242",13,100,46.476,-0.53524,46,0.15,16,3,79,46,48,0,0.726859428938092,0.00342644820781004,8174659
"243",13,100,41.4339555555556,-0.585660444444444,41,0.15,16,3,80,41,43,0,0.708805228159214,0.00334133988914572,7416396
"244",13,100,38.4636666666667,-0.615363333333333,38,0.15,16,3,79,38,40,0,0.720665037896662,0.00339724756840526,8839116
"245",13,100,32.3459333333333,-0.676540666666667,32,0.15,16,3,79,32,34,0,0.623970176259889,0.00294142361927689,6599589
"246",13,100,45.256,-0.54744,45,0.15,16,3,79,45,47,0,0.524322947863955,0.00247168207977549,4695932
"247",13,100,48.3436,-0.516564,48,0.15,16,3,80,48,50,0,0.615966020241342,0.00290369166595429,4198142
"248",13,100,39.4156222222222,-0.605843777777778,39,0.15,16,3,80,39,41,0,0.687799884437631,0.00324231974923448,8912690
"249",13,100,37.4626222222222,-0.625373777777778,37,0.15,16,3,79,37,39,0,0.716219140078019,0.00337628940509844,6760271
"250",13,100,38.5754,-0.614246,38,0.15,16,3,79,38,41,0,0.808219181193991,0.00380998175804873,9138094
"251",13,100,20.3618444444444,-0.796381555555556,20,0.15,16,3,80,20,22,0,0.653597125322002,0.00308108639652814,1205239
"252",13,100,35.6385111111111,-0.643614888888889,35,0.15,16,3,79,35,38,0,0.851683112803623,0.00401487269657006,5689501
"253",13,100,51.2898222222222,-0.487101777777778,51,0.15,16,3,80,51,53,0,0.558936509767527,0.00263485197539573,3860267
"254",13,100,42.4422666666667,-0.575577333333333,42,0.15,16,3,80,42,44,0,0.700483951402587,0.00330211301432745,3233657
"255",13,100,42.3838666666667,-0.576161333333333,42,0.15,16,3,79,42,44,0,0.651860791588913,0.00307290124081434,3605349
"256",13,100,34.3847555555556,-0.656152444444444,34,0.15,16,3,79,34,36,0,0.654535810551407,0.00308551140113555,1014469
"257",13,100,33.4266666666667,-0.665733333333333,33,0.15,16,3,80,33,35,0,0.697877528781936,0.00328982622026278,9570703
"258",13,100,36.3840888888889,-0.636159111111111,36,0.15,16,3,80,36,38,0,0.653670575029368,0.00308143264176917,8618428
"259",13,100,45.2262888888889,-0.547737111111111,45,0.15,16,3,80,45,47,0,0.494344563167378,0.0023303626190557,4317707
"260",13,100,41.5546888888889,-0.584453111111111,41,0.15,16,3,79,41,44,0,0.78446055099172,0.00369798250119721,9138286
"261",14,100,79.1784666666667,-0.208215333333333,79,0.35,16,3,78,79,80,0,0.431687143756012,0.00203499271133952,3549080
"262",14,100,89.0515333333333,-0.109484666666667,89,0.35,16,3,76,89,90,0,0.228499764752735,0.00107715822104127,163576
"263",14,100,88.1740888888889,-0.118259111111111,88,0.35,16,3,79,88,89,0,0.425581138986584,0.00200620872881672,4118085
"264",14,100,94.1154444444444,-0.0588455555555559,94,0.35,16,3,77,94,95,0,0.345491131104461,0.0016286608109585,7171023
"265",14,100,89.3439333333333,-0.106560666666667,89,0.35,16,3,76,89,91,0,0.608391576030324,0.00286798539351876,199535
"266",14,100,94.1577333333333,-0.058422666666667,94,0.35,16,3,78,94,95,0,0.403280201319154,0.00190108110047366,5384614
"267",14,100,91.2260888888889,-0.087739111111111,91,0.35,16,3,73,91,92,0,0.482401500726714,0.00227406248278951,6094096
"268",14,100,98.0989111111111,-0.0190108888888891,98,0.35,16,3,77,98,99,0,0.317729710309924,0.00149779221829723,2984498
"269",14,100,90.0943777777778,-0.0990562222222221,90,0.35,16,3,77,90,91,0,0.311636351288315,0.00146906784840134,5607661
"270",14,100,78.2341111111111,-0.217658888888889,78,0.35,16,3,77,78,80,0,0.50351857464137,0.00237360932388198,5760151
"271",14,100,98.0694666666667,-0.019305333333333,98,0.35,16,3,78,98,99,0,0.269110453178038,0.0012685988422025,9042116
"272",14,100,92.1416666666667,-0.0785833333333331,92,0.35,16,3,80,92,93,0,0.386034656554623,0.00181978482281863,3614977
"273",14,100,98.0755777777778,-0.019244222222222,98,0.35,16,3,77,98,99,0,0.278010282283661,0.00131055303894909,3883792
"274",14,100,99.2086222222222,-0.00791377777777797,99,0.35,16,3,75,99,100,1,0.462737475459273,0.00218136537870931,2899413
"275",14,100,89.2167111111111,-0.107832888888889,89,0.35,16,3,78,89,90,0,0.475227643363507,0.00224024459486425,2028086
"276",14,100,82.2520666666667,-0.177479333333333,82,0.35,16,3,72,82,84,0,0.516528467574265,0.00243493854731772,7865843
"277",14,100,85.2278,-0.147722,85,0.35,16,3,74,85,87,0,0.497952924082736,0.00234737259553715,1287202
"278",14,100,83.1624,-0.168376,83,0.35,16,3,77,83,84,0,0.416476069802515,0.00196328702106187,9932394
"279",14,100,86.2272444444444,-0.137727555555556,86,0.35,16,3,77,86,88,0,0.486219765601513,0.00229206195602509,661517
"280",14,100,94.1413777777778,-0.0585862222222219,94,0.35,16,3,74,94,95,0,0.380546373092393,0.00179391280646384,6513369
"281",15,100,100.043266666667,0.000432666666669945,100,0.55,16,3,67,100,101,1,0.21159734158354,0.000997479434098451,402534
"282",15,100,100.031533333333,0.000315333333330017,100,0.55,16,3,71,100,101,1,0.177781751741426,0.000838071214850571,6921855
"283",15,100,100.060688888889,0.00060688888889004,100,0.55,16,3,72,100,101,1,0.252600802831927,0.00119077160410414,8424683
"284",15,100,100.007377777778,0.0000737777777800375,100,0.55,16,3,67,100,100,1,0.0860952947711055,0.000405857111739356,5177431
"285",15,100,99.1166888888889,-0.00883311111111098,99,0.55,16,3,67,99,100,1,0.348533056609683,0.00164300058530921,9560347
"286",15,100,100.010155555556,0.000101555555559969,100,0.55,16,3,68,100,100,1,0.100484272755069,0.000473687404451388,950199
"287",15,100,98.033,-0.01967,98,0.55,16,3,70,98,99,0,0.181599558149213,0.000856068526851928,8625845
"288",15,100,99.0545555555556,-0.00945444444444405,99,0.55,16,3,72,99,100,1,0.239031529634959,0.00112680543681515,8818297
"289",15,100,99.0699555555556,-0.00930044444444405,99,0.55,16,3,71,99,100,1,0.267326324699275,0.00126018837989689,2263822
"290",15,100,100.037911111111,0.000379111111110007,100,0.55,16,3,74,100,101,1,0.196262984770924,0.000925192582849549,5664274
"291",15,100,98.0535111111111,-0.0194648888888889,98,0.55,16,3,69,98,99,0,0.237168552035913,0.00111802327619192,954603
"292",15,100,100.045911111111,0.000459111111109962,100,0.55,16,3,64,100,101,1,0.218438669750008,0.00102972976435733,1663376
"293",15,100,99.0360444444444,-0.009639555555556,99,0.55,16,3,70,99,100,1,0.192271386869782,0.000906376009891766,619386
"294",15,100,99.0452222222222,-0.00954777777777807,99,0.55,16,3,72,99,100,1,0.215562274831408,0.00101617030867524,1396074
"295",15,100,100.023222222222,0.000232222222220031,100,0.55,16,3,69,100,100,1,0.152807513479755,0.000720341526651932,9903688
"296",15,100,100.0036,0.0000360000000000582,100,0.55,16,3,69,100,100,1,0.0609955409036887,0.000287535737300931,9880121
"297",15,100,99.0081333333333,-0.00991866666666695,99,0.55,16,3,71,99,99,0,0.0920183154921268,0.00043377849918564,7465180
"298",15,100,99.1280888888889,-0.00871911111111103,99,0.55,16,3,72,99,100,1,0.360919378724279,0.00170139026771716,4614562
"299",15,100,100.001488888889,0.000014888888889999,100,0.55,16,3,70,100,100,1,0.0424007448224952,0.000199879027942312,7395495
"300",15,100,99.1032222222222,-0.008967777777778,99,0.55,16,3,71,99,100,1,0.32963418904653,0.0015539104692382,9268883
